date	bytes_sent	number_of_requests	number_of_downloads
2025-01-10	1195424760	140	<50
2025-01-12	30054128	120	<50
2025-01-14	69860200	<50	<50
2025-01-15	3127166404	140	<50
2025-01-30	5082520	<50	<50
2025-02-11	32601648	100	<50
2025-02-13	2138879336	<50	<50
2025-02-15	255773232	<50	<50
2025-02-19	52966804	140	<50
2025-03-14	1214160048	<50	<50
2025-03-29	1080603932	<50	<50
2025-04-01	1189548356	60	<50
2025-04-10	1186908720	<50	<50
2025-04-14	1186908720	<50	<50
2025-04-21	1198176096	<50	<50
2025-04-24	1288026248	<50	<50
2025-05-07	461047280	<50	<50
2025-05-08	4886430148	160	<50
2025-05-27	1178070056	60	<50
2025-05-30	16180476	<50	<50
2025-06-06	1186908720	<50	<50
2025-07-03	1664398524	<50	<50
2025-08-02	1186908720	<50	<50
2025-08-10	105484736	<50	<50
2025-09-10	1186908720	<50	<50
2025-09-15	35505336	<50	<50
2025-09-16	1290411360	<50	<50
2025-10-08	15929744	<50	<50
2025-10-20	15066840	<50	<50
2025-10-24	105037996	<50	<50
2025-11-07	1186908720	<50	<50
2025-11-26	1186908720	<50	<50
2025-12-03	416381192	<50	<50
2025-12-16	4127004	<50	<50
2025-12-18	1186908720	<50	<50
2025-12-19	10350264	<50	<50
2026-01-12	213445572	<50	<50
2026-01-27	13756680	<50	<50
2026-02-05	1186908720	220	<50
2026-02-10	1186908720	<50	<50
2026-02-20	14125600	<50	<50
2026-03-09	1191845244	<50	<50
2026-03-18	6157752	<50	<50
2026-03-25	1971250508	360	<50
2026-03-26	7586864	<50	<50
2026-03-28	7598928	<50	<50
2026-03-29	11302160	<50	<50
2026-03-30	4639004	<50	<50
2026-03-31	7336896	<50	<50
2026-04-04	9826200	<50	<50
2026-04-07	1347133124	<50	<50
2026-04-08	1186908720	<50	<50
2026-04-09	1186908720	<50	<50
2026-04-10	1186908720	<50	<50
2026-04-13	1197127969	<50	<50
2026-04-16	1221639284	80	<50
2026-04-21	1048128	<50	<50
2026-04-22	1186908720	<50	<50
2026-05-01	20372988	<50	<50
2026-05-05	277006604	180	<50
2026-05-06	542068236	<50	<50
2026-05-20	1726632	<50	<50
2026-05-21	1186908720	<50	<50
2026-05-27	1530108	<50	<50
2026-05-28	2774760	<50	<50
2026-05-29	23417284	<50	<50
2026-06-03	2792716	<50	<50
