region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
NLD	3337008624	139	20	13
USA	2671804256	516	3	14
USA/NV	354137932	51	51	0
USA/NY	6773343496	51	51	0
VPN	16210591905	566	511	15
USA/MA	17790985164	672	51	95
HKG/KKC	1268653504	156	0	7
GitHub	1951924264	4274	570	471
NLD/ZH	6773343496	51	51	0
AWS/us-east-1	9790274924	1125	127	86
CAN/QC	3178588740	16	16	0
AWS/ap-southeast-1	466000064	92	92	0
CHN	10529848960	885	28	33
ITA/45	806946056	179	0	51
USA/IL	547081856	47	31	2
AWS/us-east-2	1474664320	11	9	1
MEX/CMX	71398256	223	47	47
DEU/BY	2962158252	499	40	17
GCP/us-central1	819954824	11	11	0
USA/MD	85216512	80	20	15
SAU/02	13625664	1	1	0
XK	3864972	1	1	0
FRA/IDF	24605380	83	13	13
SYR	3144384	3	3	0
VNM/54	10599516	2	2	0
CAN/ON	9105612	1	1	0
BRA/RJ	13756680	1	1	0
PAK	1441176	1	1	0
VNM/HN	49163212	9	9	0
VNM/68	2135344	1	1	0
USA/TX	58695168	1	1	0
IDN/JB	10612296	1	1	0
TWN/MIA	13560156	1	1	0
BGD	45200520	3	3	0
IRQ	917112	1	1	0
USA/VA	54899308	12	12	0
IRQ/BG	8647056	2	2	0
BGD/F	13036092	1	1	0
PAK/PB	12708553	3	2	1
MYS/10	11791440	1	1	0
EST/37	1077592	1	1	0
CHE/VD	2555808	8	2	1
ARG/B	3797984	2	2	0
CHL/RM	1077592	1	1	0
BRA/MG	1077592	1	1	0
PRY/ASU	1077592	1	1	0
CHN/SH	1077592	1	0	1
IDN/RI	3406416	1	1	0
NOR/50	37620184	14	0	2
USA/CA	13872136	16	4	4
KOR/30	5374312	1	1	0
NPL	1113636	1	1	0
SGP	92026680	4	4	0
BOL/L	12184488	2	2	0
TUR/38	1113636	1	1	0
BRA/SC	5374312	1	1	0
SAU/04	12774060	1	1	0
GEO/KK	14346252	1	1	0
VNM/66	10612296	1	1	0
VNM/DN	4847592	1	1	0
BRA/SP	7336896	1	1	0
UKR/51	1113636	1	1	0
VNM/61	2620320	1	1	0
USA/GA	81149696	1	1	0
HKG	11368312	3	3	0
VEN/A	7330728	1	1	0
ECU/P	2720392	1	1	0
ECU/G	2720392	1	1	0
CRI/SJ	3188632	1	1	0
BGD/C	1113636	1	1	0
VEN/D	1	1	0	1
VNM/56	15590904	2	2	0
VNM/SG	22731276	2	2	0
VNM/49	11136360	1	1	0
MYS/14	12446520	1	1	0
BRA/PR	3013368	1	1	0
MYS/08	1768716	1	1	0
MEX/ROO	2720392	1	1	0
MNG/1	35832876	1	1	0
BRA/AM	4258020	1	1	0
IND	2227272	1	1	0
UKR/07	1	1	0	1
COL/ANT	4651068	1	1	0
IND/DL	917112	1	1	0
DOM/01	12643044	1	1	0
BRA	2489304	1	1	0
MAR/08	12839568	1	1	0
IRQ/BB	5633688	1	1	0
