region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CHN	14638997748372	969161	27	139
USA/MA	35878609231096	680659	37	283
HKG	307565651276	36669	6	2
USA/NY	200581740943	57595	815	73
USA/NV	37358285357483	1434468	112	225
NLD	47478247134547	1120188	39	468
USA	6192506883534	374709	65	40
AWS/us-east-1	19837613516679	2368334	272	692
VPN	14449139274714	10741	1259	218
CAN/QC	3866532388898	1210	1	111
GitHub	31695841299	310490	1059	1142
USA/WA	9279939258462	864	87	22
USA/IL	2189015784	126	66	2
USA/FL	562457349552	47655	132	83
AWS/ap-southeast-1	1896216916	294	294	0
GBR/ENG	184495501619	528	16	113
USA/VA	17990636417052	891	142	10
AWS/us-west-2	1757916404	2297	64	59
ITA/52	4701754477	926	1	57
USA/CA	9525582221825	31783	259	152
CHN/BJ	2109909374	286	63	57
IND/KA	979763654	4404	59	57
VNM/69	1128188	1	1	0
KEN/30	2057284	2	2	0
BRA/GO	8162772	2	2	0
ALB/11	29001068	1	1	0
DZA/09	34111096	2	2	0
USA/NM	13272800	1	1	0
ROU	54020296	2	2	0
OMN/MA	36167552	1	1	0
MEX/CMX	303059182	776	112	75
POL/10	34442916	1	1	0
USA/NH	1724237563678	2044468	6315	5539
USA/VT	3230505344	9893	273	193
USA/MD	1223925534	4311	15	13
CHE/VD	41465260	210	12	8
ISR/TA	316622168	1176	179	57
AWS/us-east-2	203140650249	147957	3	65
VNM/SG	75654960	7	7	0
SAU/04	9954600	2	2	0
VEN/X	6304580	1	1	0
IND	175985362	309	24	7
DEU/BW	246547679031	15047	9	11
USA/DC	17597380144	85351	44	13
IND/HR	2256376	2	2	0
BGD	27607424	4	4	0
DEU/ST	5595039961326	69	60	4
VNM	16591000	1	1	0
TGO/M	15794632	3	3	0
VEN/A	4778208	2	2	0
USA/TX	180200824634	224	11	3
MAR/06	20241020	5	5	0
BRA/SC	9091868	3	3	0
ARE/AZ	12940980	3	3	0
COL/DC	14467352	5	5	0
ESP/EX	44397516	1	1	0
JOR/AM	78840432	5	5	0
TUR/34	700473032	3	3	0
PAK/PB	26213780	4	4	0
ZAF/GP	16060088	4	4	0
TWN/TPE	4247304	2	1	1
USA/AZ	305894945	72	0	1
CHL/RM	168814422	445	8	1
GRC/B	2190012	2	2	0
SGP	4711844	2	2	0
MEX/COA	80315300	1	1	0
IRQ/NI	1725464	1	1	0
PAK	11547336	1	1	0
PAK/SD	1990920	2	2	0
NOR/50	732066456	156	0	9
NLD/GE	56409400	1	1	0
SRB/00	20572840	1	1	0
UZB/TK	34442916	2	2	0
UKR/71	14799172	1	1	0
JOR	2986380	1	1	0
ARG/C	14865536	2	2	0
ARG/U	1393644	1	1	0
EST/45	1128188	1	1	0
TUN/21	7233676	1	1	0
JAM	14400988	1	1	0
NGA/EN	26014688	1	1	0
DOM/25	1128188	1	1	0
BRA/DF	12808252	1	1	0
PER/LMA	106846040	4	4	0
SWE/AB	207796151	41	0	3
CHL/AR	1128188	1	1	0
ESP/AN	1128188	1	1	0
FRA/HDF	11680064	2	2	0
VNM/26	13471892	1	1	0
ZAF/KZN	6636400	1	1	0
BRA/RS	83021364	8	8	0
MLT/56	1393644	1	1	0
BRA/MG	25550141	5	4	1
FRA/IDF	853672532	4153	9	4
EGY/C	929096	1	1	0
VNM/39	862732	1	1	0
POL	5308292	1	1	0
COL/NAR	2123648	1	1	0
PRT	11547336	1	1	0
MAR/04	929096	1	1	0
CAN/ON	10485512	1	1	0
VNM/HN	13538256	5	5	0
USA/AL	4048204	1	1	0
DEU/HE	10684604	1	1	0
LBN/BA	9490052	1	1	0
LBN/JL	3583656	1	1	0
SAU/01	23492856	2	2	0
MEX/JAL	44729336	2	2	0
COL/CAU	1393644	1	1	0
UKR/21	929096	1	1	0
IRQ/BA	4048204	1	1	0
BRA/MA	15927360	3	3	0
COL/BOL	4048204	1	1	0
TUN/11	15330084	2	2	0
VNM/56	27010148	1	1	0
URY/MO	22431032	1	1	0
BRA/RJ	103210880	4	4	0
BRA/SP	86472292	10	10	0
KEN/17	1128188	1	1	0
BRA/PE	89336160720	5	4	1
USA/NJ	6026235770	13	13	0
USA/MI	11078047652	30	10	2
GCP/us-east1	3019399943155	151519	65	11
UKR/12	929096	1	1	0
CHE/AG	19501732	14	2	2
MEX/MEX	9821872	2	2	0
BGD/C	22895580	1	1	0
PAK/JK	6437308	1	1	0
IRQ/BG	36433836	2	2	0
TWN/TXG	17785552	2	2	0
GBR/SCT	30660168	3	3	0
DEU/BE	156272002386	246	2	3
USA/PA	52034907771	7951	10	6
DEU	38229252	49	1	1
JPN/47	21667377	1	1	0
IND/DL	152394372809	2	1	1
JPN/28	16325544	1	1	0
GCP/us-west4	1618661903988	47323	7	5
GCP/us-east4	461944471936	67436	18	4
GCP/us-west1	1062930275156	35512	16	8
GCP/asia-southeast1	492949163688	16092	5	4
GCP/asia-east1	317047137940	46055	9	2
GCP/us-central1	1476080370412	44799	17	5
GCP/europe-west4	1529384647116	96640	28	5
IDN/JK	1061824	1	1	0
BRA/PA	1128188	1	1	0
ETH/AA	26213780	2	2	0
SEN/DK	36301108	3	3	0
UKR/30	3185472	2	2	0
PRY/10	1393644	1	1	0
IND/UP	2057284	2	2	0
LBY/BA	1061824	1	1	0
SAU/02	1128188	1	1	0
TWN/TAO	1128188	1	1	0
LBY/TB	929096	1	1	0
ARG	1393644	1	1	0
GBR	25483776	1	1	0
SWE	64934515	13	0	1
PHL/05	929096	1	1	0
BRA/BA	6636400	1	1	0
KAZ/55	929096	1	1	0
PER/CAL	2123648	1	1	0
ARG/B	27806516	3	3	0
JPN/14	796368	1	1	0
IND/PB	929096	1	1	0
ZAF/EC	3583656	1	1	0
MEX/NLE	34509280	1	1	0
BRA/SE	1924556	1	1	0
CHN/SH	22453542	13	1	2
USA/MN	23511169	63	2	1
POL/14	95446292	1	1	0
ITA/32	9556416	1	1	0
USA/GA	38756576	3	3	0
JPN/13	46580137	38	3	1
RUS/MOW	101997349126	3073	4	3
IRN	9091868	1	1	0
MAR/01	29797436	3	3	0
SYC	8428228	1	1	0
JAM/01	44862064	2	2	0
ECU/P	6039124	1	1	0
ESP/CT	91562716	31	1	1
EGY/GZ	11149152	1	1	0
FIN/18	1460008	1	1	0
PHL/11	1061824	1	1	0
SVN/043	9290960	1	1	0
MEX/CHH	2190012	1	1	0
BOL/L	18382828	1	1	0
BRA/ES	8096408	1	1	0
ARE/SH	1128188	1	1	0
ARE/DU	2389104	2	2	0
GTM/01	22630124	1	1	0
BRA/PR	24952864	3	3	0
DEU/BB	16856456	1	1	0
IRQ	29133796	1	1	0
MEX/MIC	44795700	2	2	0
BEN/OU	4910936	1	1	0
GBR/WLS	67108864	1	1	0
VNM/DN	21435572	2	2	0
IND/CH	1128188	1	1	0
ZAF/WC	23824676	2	2	0
VNM/37	22762852	1	1	0
TWN/TNN	332811446	10	2	1
USA/CT	28176894	81	1	1
USA/TN	42729343923	8300	5	2
KOR/30	1857892608	110	0	1
CHN/GD	10542178	59	0	1
VNM/45	27275604	1	1	0
DOM/32	13737348	1	1	0
VEN/V	9689144	2	2	0
CZE/10	488211240	1	1	0
PSE/RBH	24753772	1	1	0
ESP/CL	1327280	1	1	0
USA/UT	17055548	1	1	0
TUN/13	1393644	1	1	0
BRA/CE	15794632	1	1	0
NLD/DR	145067773	1	1	0
USA/RI	186374655	36	0	1
ESP/VC	33381092	1	1	0
NZL/AUK	17188276	2	2	0
VNM/13	1061824	1	1	0
ARG/A	1128188	1	1	0
USA/NE	929096	1	1	0
