week_start	sub-despereaux/sub-despereaux_ses-despereaux-03_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-04_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-05_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-06_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-07_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-08_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-09_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-10_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-11_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-12_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-13_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-14_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-06_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-07_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-08_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-09_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-10_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-11_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-12_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-13_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-14_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-15_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-16_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-17_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-18_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-03_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-04_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-05_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-06_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-07_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-08_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-09_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-10_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-11_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-12_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-13_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-14_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-15_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-16_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-17_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-18_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-07_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-08_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-09_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-10_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-11_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-12_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-13_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-14_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-15_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-16_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-17_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-18_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-19_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-20_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-21_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-22_behavior+ecephys.nwb
2023-05-29	15728640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11314593	0	0	0	0	0	11978233	5524632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4446388	0	0	0	0	0	0	29531980
2023-06-05	0	0	4446388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3550776	0	0	0	0	10053677	0	0	10849162	0	10087328	0	0	0	0	0	0	0	30328348	0	0	0	0	0	0	0	11580049	0	0	0	0
2023-06-12	0	0	0	0	0	156149802	0	0	0	15860996	0	0	0	0	0	0	0	0	1060189700	0	0	0	10053677	0	0	0	8649472	0	10087328	0	0	0	0	0	0	0	0	0	0	8494592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-06-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1298423510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-06-26	0	0	0	10850045	0	0	0	2190012	11945520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19278273	210330057	0	0	0	0	0	0	0	0	0	0	0	0	10053677	0	0	0	0	0	0	0	524288000	0	0	0	0	0	0	0	0	0
2023-07-03	0	0	0	0	0	0	0	0	0	0	0	0	10053677	0	0	0	42305643	19908262	0	0	0	0	0	0	0	0	7135312	0	0	0	0	0	0	0	18183736	11447321	183135081	10220056	0	0	0	0	0	0	0	0	0	0	0	88563266	0	0	0	0	0	0	0
2023-07-10	570976	2084728	8949222	5913633	5853381	5471445	4362869	528480170	4853494	8191872	9597301	4139255	21181433	1790528	16120301	531803668	11997195	6809887	8917615	7328114	7585531	8218253	2046102	3950320	4432324	7139023	13503797	11519728	6089713	6626588	4207800	3828899	7572379	14991739	1877056	6896154	0	5574197	6905439	3315261	7530981	5955079	6044679	6541312	4226776	535542437	0	5947216	8319866	7586695	4514452	1473368	2087328	5338642	6370589	5531809	2365846
2023-07-17	0	0	0	0	174767359	157379163	0	0	0	0	0	0	0	0	0	0	82288546	31589264	0	0	0	0	0	0	0	589211835	6493480	0	0	0	0	0	0	0	10087328	0	0	0	0	5242880	0	0	0	0	0	0	6370116	0	0	0	0	0	0	0	0	0	0
2023-07-24	0	0	524288000	17984644	104055000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10385497	0	3605904	0	0	10053677	0	0	0	0	36700160	0	554781789	6337293	0	0	26511011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-07-31	1857594682	0	8096408	10020964	10551048	10053677	9556416	2190012	0	10684604	0	10087328	9954600	22829216	0	11646413	49926256	11547336	0	2190012	0	20373748	19742821	0	17420081	0	15570837	13073708	0	0	6337293	0	0	0	10419148	4114568	0	10684604	0	11082788	0	20108292	0	0	9821872	0	0	0	0	0	0	4380024	0	0	20108292	12210976	0
2023-08-07	16098944	0	508559360	0	0	0	10020964	8096408	0	0	0	0	0	0	14600080	0	0	10419148	0	0	0	0	0	0	0	0	5757288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6370944	10020964	10153692	0	10020964	0	0	0	0	0	9954600	11746428	0	0
2023-08-14	0	0	0	304087040	0	0	0	12011884	0	0	0	0	0	0	0	17851916	0	0	0	0	0	0	0	0	0	0	4705568	0	0	0	0	0	9490052	0	0	0	0	0	524288000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64934515
2023-08-21	0	524288000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20307384	6050880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11082788	0	0	0	0	0
2023-08-28	0	0	0	0	0	55745760	10153692	0	0	0	16790092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8298768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524288000	0	11812792	0	0
2023-09-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17586460	178519160	0	0	0	0	0	0	0	10020964	0	5801288	0	0	0	0	0	0	11348244	0	0	0	0	0	476902616	0	10020964	0	0	0	0	0	4446388	9556416	0	0	0	0	0	0	0	0
2023-09-11	20639204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14228552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3846408	0	11547336	0	0	0	0	0	0	0	0	0	10020964	0	0	0	0	0	0	0	0	0	0	0	0	0	6304580	0	0	0	0
2023-09-25	2055496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12542796	0	0	0	0	0	0	0	0	6627456	0	0	11016424	0	0	11215516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-02	0	0	0	0	0	0	0	6370944	5242880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1403024	0	0	0	0	0	0	0	0	0	6370944	0	0	11082788	0	0	0	0	0	0	132728	0	0	9025504	0	0	0	0	0	0	0
2023-10-09	0	0	0	0	9821872	13140072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11414608	0	0	0	0	0	278104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18647456	0	0	0	0	0	0
2023-10-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71227670528	0	0	0	0	0	0	0	12277340	0	0	16485016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298498348	0	0	0	0	0	0	0	0	346627108	342379812
2023-10-23	152394372808	199669973973	154686384057	0	0	40265318400	148868886826	0	220644855480	206255884778	155799528559	0	0	0	0	0	90458148976	161005089522	155663876306	0	236268703787	163467341560	160249268058	0	148996164129	0	1187728	0	0	0	0	276234085590	161324122060	0	0	160795246117	0	0	165437569542	159921932221	162933828029	160773809443	0	160744614300	189812101054	0	0	171402944236	0	0	0	166295144886	0	161965270606	158054872453	0	164481651315
2023-10-30	0	0	0	0	0	0	0	0	0	0	114101846016	0	0	0	73828139008	0	0	0	125007036416	0	0	11480972	0	0	0	0	71791050392	0	0	75784158469	0	0	0	0	0	5441848	0	0	0	0	66708105661	0	0	0	0	0	0	0	7100948	0	0	0	0	0	73131431141	0	0
2023-11-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1410480	0	0	0	0	0	0	0	0	0	0	8560128	0	0	0	0	0	0	0	0	10020964	10684604	0	0	0	10087328	0	0	0	0	0
2023-11-13	0	0	6437308	0	0	0	0	0	0	0	0	7764588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641256410	0	0	0	10020964	0	0	0	0	0	0	0	0	10153692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218359658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3174400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-04	0	84018133	0	0	0	0	0	26214400	83535708	0	0	0	0	0	88907332	0	0	0	86655186	0	87445547	88715000	0	0	0	43952315	166530506	83458840	77360045	0	81756545	0	0	0	81424563	0	83201014	0	0	77006781	0	84780323	0	0	88002494	0	0	0	0	88846073	73400320	0	0	0	44955013	0	0
2023-12-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1667104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-08	26346508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-15	0	0	0	0	102531552	113814260	0	530924400	9357324	8826412	524288000	0	0	6370944	6370944	0	244219520	55878488	1155618648	630603128	1027604480	298379364	0	0	547382672	38358392	588262896	10153692	9025504	10352784	0	9423688	0	0	10220056	0	0	10153692	0	11082788	0	0	0	1058530600	11414608	42406596	1048576000	0	0	524288000	1048576000	534308964	524288000	11348244	524288000	10087328	0
2024-01-22	18850700	0	12640114	7100948	6370944	16889374	10248278	11341858	6100828	9224596	21797534	4977300	32007554	0	0	12660964	0	0	0	9822907	0	10361092	26617704	12706445	13176773	4844572	14006829	15101448	20142750	13137541	12410068	6308459	6370944	12825362	21098642	4579116	26450744	18063823	0	12107642	21620458	14945187	2787288	0	0	18977554	6586131	0	6437308	14877333	0	0	8030044	132728	0	14320235	7180915
2024-01-29	0	0	0	0	0	0	0	0	0	0	0	0	0	12210976	0	7432768	0	0	16643790	11051707	11034667	6039124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11339719	6950636	132728	9342713	14251972	14641422	6370944	0	14481653	6851431	6304580
2024-02-05	13471892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11812792	0	12078248	10220056	6304580	0	0	0	0	0	0	9696085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9091868	0	0	0	0
2024-03-11	22812860	26252181	16663385	107047926	20972107	8461146	80236595	4180932	0	5906396	5915759	69980776	125177562	91326820	8760048	17372808	3251836	92716502	36839643	0	9293867	3716384	11414608	112906271	0	6105488	87739274	78178121	11214688	6105488	47249702	100180000	6437308	75528111	10170943	2190012	97842115	0	13784090	90363929	6519229	0	19549435	16259180	0	78327395	6370944	4048204	132884645	96759203	14614120	112451161	8342359	131630710	7947653	82419106	115113306
2024-03-18	0	0	0	0	0	0	0	11746428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7764588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818033162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-25	18052008	547180055	12639801	13420397	7565496	11314798	11412052	6570036	0	19935461	5915759	627434960	6769128	11688282	12874616	17571900	13268720	17139342	24046230	16586327	9396267	12210976	20665644	60083687	13038658	16675190	13125290	13339164	13735770	17807641	19644033	12577003	6234060	132728	6877363	19405605	6851574	13538256	15841374	0	11653877	11361531	0	6412700	6840254	132728	11032519	6950636	12639219	13658161	7526376	0	164115312	6370944	14644709	6749031	0
2024-04-01	6686408	14572117	16555277	0	11578116	12741888	0	0	0	12834513	83503080	12494420	9490052	11688282	0	531334784	6897776	17272070	17741650	0	6370944	9600760	14712846	0	0	8337595	12933589	5901080	0	12830341	6902145	6206059	13335008	4467081	0	0	10899778	6238216	6171852	12373565	12516609	0	4446388	13580012	5246976	0	0	6950636	6334639	13127249	0	15896630	6370944	0	6370944	4844572	13449459
2024-04-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199487488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530498537	0	0	0	0	0	0	0	0	0	0	0	1013613996	0	0	0	0	0	41996288	0	0	97275048	430832119	9622780
2024-04-15	0	0	147305025	0	125530237	0	0	0	0	20241020	0	0	0	0	0	0	0	0	544897864	0	524947456	0	0	0	0	0	0	0	0	0	15993724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163969280	0	0	0	0	0	0
2024-04-22	29915528	27448220	53895272	127967372	52917046	7100948	502985876	20480000	52024580	24485969	39562239	56913876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1190483980	762134412	0	0	0	0	0	0	1039926060	31494144	0	0	0	582701056	536390736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-04-29	0	0	0	0	9556416	0	0	0	173260800	0	0	0	511590400	40960000	36832496	6835492	47391600	40755200	35799250	581820329	9195563	59131564	559812608	87123988	7932449	56971360	312138415	11416388	65455553	37389129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99745792	0	0	0	0	0	0	0	0	0	0	0
2024-05-06	0	0	0	0	0	0	0	0	0	0	0	6636400	0	0	0	0	0	346451968	0	0	83992576	0	530219008	0	0	0	0	0	0	0	0	101434268	52084684	646268790	58880179	33116256	9014262	15263895	0	423329005	0	0	0	9054620	8966078	12758125	8122131	0	5640940	10202873	621332816	10258870	5043664	0	4048204	5574576	9753203
2024-05-13	0	0	0	39401526252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99737600	0	0	0	209993728	0	0	0	0	231257852	190337068990	0	0	178515968	0	0	0	0	0	0	0	0	2131349803
2024-05-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1060019104	0	0	19909200	0	0	0	0	0	0	0	55525493	52013156	0	0	0	0	0	0	0	7764588	0	0	293945344	0	0	0	0	0	0	0	0	0	0	31498240	0	0	0	0
2024-05-27	0	604174320	0	0	0	5246976	0	0	0	0	0	0	0	0	18117372	0	0	0	0	0	0	0	0	0	0	31494144	0	0	0	0	0	0	0	0	0	0	0	0	0	18183736	26255360	0	0	0	0	23758312	0	0	0	0	0	0	0	0	0	0	0
2024-06-03	0	0	0	0	0	0	0	9622780	0	7830952	0	0	0	0	0	7830952	0	257220608	0	0	0	0	0	530392313	0	0	0	47067240	0	0	0	0	0	0	535034784	0	0	0	7830952	0	119850236	346460160	0	0	0	0	0	0	0	16325544	0	0	0	0	0	0	0
2024-06-10	130396160	0	7830952	0	0	0	0	0	0	0	0	7830952	0	0	0	0	0	0	0	7830952	0	0	0	0	0	0	477716480	21369208	0	7764588	0	0	0	0	0	0	0	0	7830952	14135532	36964748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12210976	0
2024-07-01	0	0	101684508	0	14799172	0	0	101750872	124580088	0	0	102016328	101949964	100556320	200979912	0	102149056	41543864	0	100755412	101485416	101286324	102480876	122190984	0	101817236	0	20971024	0	221287296	123650992	0	100489956	101684508	102348148	0	0	101750872	102348148	0	0	102016328	100423592	100689048	0	121261888	102149056	0	102348148	101352688	101618144	0	0	0	0	124447360	0
2024-07-08	8230600	14868421	8054713	7959505	5624876	0	0	7963680	6370944	6569208	7611503	0	18608298	6769128	18732228	17684668	8114288	16915762	12730578	16151323	0	19208504	11781978	18511921	0	8169659	6105488	6370944	0	16031754	7963009	0	7913420	14893981	0	8175141	19897958	8760223	0	8193981	0	0	0	7499132	6636400	0	0	0	0	17104729	6636400	17293454	0	6968220	0	9218919	7698224
2024-07-22	0	0	11613700	10087328	12675524	0	10020964	28271064	10020964	10419148	24023768	13007344	11547336	12011884	2190012	0	0	13471892	4446388	0	12741888	22099212	16922820	11281880	0	10020964	10087328	0	10020964	19710108	12277340	17387368	26280144	16856456	0	10020964	0	0	0	20904660	11547336	9224596	12410068	11414608	11547336	0	8892776	20174656	18183736	4446388	10087328	22497396	0	11812792	11812792	0	11480972
2024-08-05	0	0	0	0	10950060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160548868067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13737348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7764588	0	0	0	0	0	0	0	0	0	0	0	12476432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-19	0	0	0	7897316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-26	0	9158232	52570399701	0	0	51300719505	8431004945	0	23650195287	57317859577	0	0	7830952	0	0	105149824906	70994569531	105151152186	0	0	89233817839	0	12210976	0	141854637785	0	62124885	0	105674175704	0	88113151077	118265262353	0	8892776	52570399701	7830952	8892776	0	0	10087328	0	143260401676	0	0	0	7764588	0	27806516	12210976	2190012	0	4446388	18913740	67410342920	0	10087328	0
2024-09-02	0	0	102247514819	0	0	55727251728	87872796032	0	84394448876	96881149741	101759834746	0	0	0	208628063146	143258238916	61894524324	125247889533	176017504556	165591432540	336548759117	247719501655	0	181222698665	212442092295	0	85752508740	0	96013616045	102614469337	116877101424	126260292913	137582645050	0	102051307117	0	0	114873201343	0	0	89575206713	106552250012	105134210603	0	0	276506440548	0	0	90662051408	94605765620	229515255820	0	0	108461357964	107006859510	0	0
2024-09-09	206356280144	243921168160	108916682993	201408325275	101123144816	51063418206	92423610852	192182839832	91047348096	92335616664	89859496226	272938542660	250841368272	210568450142	111064378702	121778706000	41812633060	107352704590	0	91558592655	0	100573809948	206581193606	0	0	251442563233	91835013753	218126627756	107129576616	93979945728	105552068749	125591646027	130317964749	209049599296	101184280192	195249528062	211171775776	106487042512	186213852220	195927273397	0	103158844540	92015216509	219527832320	243378375938	0	176257066648	223510574832	100626860688	111369415868	104679428496	227964085286	213848828327	93546942772	98331456573	194206687334	115961707971
2024-09-16	85124904	94373802	147705714	91416482	142942088	69159286	127211732	0	13430280	77037649	157649998	179937192	111628812	0	88907332	88297700	148232860	170747364	99385764	9249467	104462126	111374432	11781978	11610065	0	85895355	173924471	0	159990535	147255311	6437308	173384918	164137168	119164241	26374323	94946866	9014262	177013469	171125388	164499322	118429418	94587462	93874918	90854200	103405880	87107090	84956695	90357208	84875439	106282622	96457536	85363126	95317294	86107726	91876106	110686481	95659238
2024-09-23	156025944	462165758	131977074	396313365	207573168	208479704	136176212	275258280	292199792	133103778	135284958	248934268	392719846	323806568	402593620	417240180	168009952	235149526	391332890	384413095	416256215	401631960	306650472	331652932	304407471	408505255	394510505	479781520	371071585	245559311	455968645	302390295	333823740	316384804	420389938	278067348	400961496	373447195	348971550	311633585	254445792	328635532	141107454	224427220	429526710	219396379	201313593	252017584	233654797	376072925	289218464	202183532	300838236	219401372	310892052	225313333	301681100
2024-09-30	155554246608	84018133	73852857	73400320	67621932	69159286	75952426	79300330	25864028	77037649	28320879	0	0	0	88907332	0	274390952104	0	86655186	0	87445547	36700160	0	0	0	0	0	0	0	0	0	86692459	0	0	0	0	0	84126623	52428800	0	79489469	84780323	0	0	88002494	8627320	0	0	0	88846073	15728640	0	12294999	0	81655173	0	0
2024-10-07	21650752	0	0	0	0	0	100290864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-14	0	0	0	0	0	19133545834	0	0	0	0	0	13802884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109714552	0	0	93919920	13803712	0	0	0	101419052	0	0	0	0	0	0
2024-10-21	78223048	0	73852857	83456977	0	69159286	75952426	0	0	77037649	75506799	89968596	96596138	84883802	36478532	91836644	70897776	85373682	86655186	85271227	0	88715000	84526938	88156113	82643489	85895355	83096405	83458840	77360045	32919557	62914560	0	0	0	81424563	0	0	0	0	82249661	0	0	4114568	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-28	8229136	0	0	6835492	7897316	0	0	10020964	0	10220056	8030044	0	7897316	0	0	18250100	0	0	10153692	10153692	5773668	0	0	0	7896488	0	7167312	0	4844572	2389104	0	0	0	7499132	0	10153692	0	0	0	7896488	0	0	0	0	7565496	10220056	0	9025504	0	10153692	0	0	7896488	0	0	0	0
2024-11-04	0	8627320	8892776	10153692	7897316	0	0	4446388	0	1924556	10153692	7100948	0	0	7896488	97304484	7897316	6769128	0	0	7896488	194078056	7897316	0	0	0	6968220	0	8560956	0	10087328	9091868	0	4446388	0	10153692	0	0	0	6636400	0	0	10352784	10220056	9954600	0	7764588	0	0	2190012	9954600	0	0	0	0	10286420	0
2024-11-11	4114568	0	0	0	2921753448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6437308	0	0	0	0
2024-11-18	0	0	0	0	4114568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-25	0	0	0	0	0	0	0	0	0	9888236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10750968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-09	0	0	0	0	95446292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-03	4114568	0	19709280	10750968	1393052323	0	0	0	0	32916544	0	0	0	0	11149152	0	0	0	32451996	0	0	0	14533716	17121912	0	0	0	0	0	32916544	0	0	21900120	0	0	0	0	12410068	0	20506476	0	11281880	0	0	21966484	0	0	13471892	0	18980104	0	11945520	0	0	12675524	0	0
2025-02-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417127729163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-24	180274344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5840032	0	0	0	0	9755508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-03	161109152944	199669973973	0	0	89825727532	89266276726	0	0	0	141367410769	0	218539806676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15254484060	159773921407	15628519500	189812101054	163133690633	142594797331	182830722428	61418182831	70799305748	0	0	0	0	132785450192	11614877136	0
2025-03-10	440008	0	0	0	0	0	0	0	5043664	0	0	0	188987076778	157848385882	158292811332	0	0	0	155663876306	0	158548250667	0	0	0	0	5043664	0	0	0	160559419397	0	0	4380024	0	426163	160795663434	0	0	4114568	159921932221	162934203258	0	0	0	389054	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-17	21909884	0	0	0	4955373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-07	783453836	0	0	0	4965174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
