date	bytes_sent	number_of_requests	number_of_downloads
2021-07-14	1313647624192	156600	<50
2021-07-15	4998577470900	595900	<50
2021-07-16	1902840347657	226840	<50
2021-07-19	772082615123	92040	<50
2021-07-23	3052744	<50	<50
2021-08-09	1304301797561	155480	<50
2021-08-10	290186617572	34600	<50
2021-09-01	89825727532	<50	<50
2021-09-02	112778831639	6380	<50
2021-09-04	10593134030	<50	<50
2021-09-14	3119108	<50	<50
2021-09-16	5961344762	<50	<50
2021-09-24	145067773	<50	<50
2021-10-07	179247557543	<50	<50
2021-10-19	90876214551	<50	<50
2021-10-26	157743297	<50	<50
2021-11-08	133557081	<50	<50
2021-11-15	89309814212	<50	<50
2022-02-25	2563110814	<50	<50
2022-02-26	3077020384141	366820	<50
2022-02-27	3995207594826	476280	<50
2022-02-28	2137201540975	254780	<50
2022-04-10	2130768	1980	<50
2022-04-13	21868296	8740	<50
2022-04-16	65353257156	39280	<50
2022-04-17	68311735814	37260	<50
2022-05-17	1654144	1860	<50
2022-07-12	1545387036483	73600	<50
2022-07-13	6893659193033	328480	<50
2022-07-14	7360624226597	350720	<50
2022-07-15	2486664348884	118480	<50
2022-07-19	5975732766	<50	<50
2022-07-31	307544414796	36660	<50
2022-08-01	1351038005540	161060	<50
2022-08-02	1394953837264	166300	<50
2022-08-03	1442364945659	171940	<50
2022-08-07	158054872453	300	<50
2022-08-08	2192349507648	4080	<50
2022-08-09	2368757849989	4420	<50
2022-08-10	2534327390812	4720	<50
2022-08-11	1778913098493	3320	<50
2022-08-12	2265446333899	4220	<50
2022-08-13	2086230982901	3900	<50
2022-08-23	505195528192	940	<50
2022-08-24	1209988365839	7880	<50
2022-08-25	3828400945312	220	<50
2022-08-26	3029566730329	180	<50
2022-08-27	4742908439523	280	<50
2022-08-28	3723365932568	220	<50
2022-08-29	3586197414922	200	<50
2022-08-30	461168116162	<50	<50
2022-08-31	3521602888872	200	<50
2022-09-01	234403234364	<50	<50
2022-09-08	29148440725	<50	<50
2022-11-02	90313275132	<50	<50
2022-11-04	237321765953	24740	<50
2022-11-05	30805979664	5880	<50
2022-11-06	56100254312	10760	<50
2022-11-15	1073741824	<50	<50
2022-12-09	92553715953	<50	<50
2023-02-03	21667377	<50	<50
2023-02-09	257941687	2680	<50
2023-02-10	280310348048	<50	<50
2023-02-18	158548250667	18900	<50
2023-02-19	148996164129	17760	<50
2023-02-23	24704450560	2940	<50
2023-02-24	2138775104	260	<50
2023-02-28	97780360259	<50	<50
2023-03-01	84586799697	<50	<50
2023-03-09	4557016948	<50	<50
2023-03-31	55900663	<50	<50
2023-04-05	58517949	<50	<50
2023-04-07	89266276726	<50	<50
2023-04-12	307544414796	<50	<50
2023-04-13	722369984478	<50	<50
2023-04-14	480085152234	<50	<50
2023-04-15	309587969954	<50	<50
2023-04-16	751384275844	<50	<50
2023-05-09	158548250667	18900	<50
2023-05-11	201326592	<50	<50
2023-05-23	3308288	3720	<50
2023-05-25	3308288	3720	<50
2023-05-26	3308288	3720	<50
2023-05-27	1654144	1860	<50
2023-05-28	1654144	1860	<50
2023-05-29	1654144	1860	<50
2023-05-30	1654144	1860	<50
2023-05-31	1654144	1860	<50
2023-06-01	1654144	1860	<50
2023-06-02	1654144	1860	<50
2023-06-03	1654144	1860	<50
2023-06-04	1654144	1860	<50
2023-06-05	1654144	1860	<50
2023-06-06	1649352	1840	<50
2023-06-07	1654144	1860	<50
2023-06-08	1654144	1860	<50
2023-06-09	1654144	1860	<50
2023-06-10	1654144	1860	<50
2023-06-11	1654144	1860	<50
2023-06-12	1654144	1860	<50
2023-06-13	1654144	1860	<50
2023-06-14	1654144	1860	<50
2023-06-15	1654144	1860	<50
2023-06-16	152489404491	1880	<50
2023-06-17	3308288	3720	<50
2023-06-18	472864	900	<50
2023-06-19	1654144	1860	<50
2023-06-20	1654144	1860	<50
2023-06-21	1654144	1860	<50
2023-06-22	1821432	1940	<50
2023-06-23	1654144	1860	<50
2023-06-24	3308288	3720	<50
2023-06-25	2386910348	4300	<50
2023-06-26	660352589	1960	<50
2023-06-27	1654144	1860	<50
2023-06-28	1654144	1860	<50
2023-06-29	1654144	1860	<50
2023-06-30	1654144	1860	<50
2023-07-01	259849769	1900	<50
2023-07-02	1654144	1860	<50
2023-07-03	63779029	1880	<50
2023-07-04	1654144	1860	<50
2023-07-05	1654144	1860	<50
2023-07-06	1654144	1860	<50
2023-07-07	1643352	1820	<50
2023-07-08	1654144	1860	<50
2023-07-09	1654144	1860	<50
2023-07-10	1821432	1940	<50
2023-07-11	1654144	1860	<50
2023-07-12	1654144	1860	<50
2023-07-13	1654144	1860	<50
2023-07-14	694310661	28760	<50
2023-07-15	1654144	1860	<50
2023-07-16	1654144	1860	<50
2023-07-17	1654144	1860	<50
2023-07-18	1654144	1860	<50
2023-07-19	1654144	1860	<50
2023-07-20	1654144	1860	<50
2023-07-21	1818872	1940	<50
2023-07-22	1125639739	2080	<50
2023-07-23	1654144	1860	<50
2023-07-24	1654144	1860	<50
2023-07-25	1654144	1860	<50
2023-07-26	1654144	1860	<50
