date	bytes_sent
2021-04-20	899772373874
2021-04-21	5098412598370
2021-04-22	3329666707996
2021-04-23	2671396851632
2021-04-24	402197462993
2021-04-25	63017655982
2021-04-26	1636452074
2021-04-27	9199858388
2021-04-28	65546496
2021-04-29	1295155747
2021-04-30	271185634
2021-05-01	200175466
2021-05-02	3382560
2021-05-03	165672398
2021-05-04	67000976549
2021-05-05	206698147709
2021-05-06	39638057481
2021-05-07	104685554409
2021-05-08	173030195120
2021-05-09	1096351608
2021-05-10	509060410896
2021-05-11	211614389700
2021-05-12	86503284636
2021-05-13	14216439745
2021-05-14	11933461731
2021-05-15	2331118309396
2021-05-16	211379881740
2021-05-17	2151071296
2021-05-18	39657976
2021-05-19	24636442070
2021-05-20	955431461741
2021-05-21	6509462016
2021-05-22	86687128
2021-05-23	6765120
2021-05-24	22672838310
2021-05-25	1661738250
2021-05-26	36344964189
2021-05-27	2206547036
2021-05-28	66355322
2021-05-29	6765120
2021-05-30	6765120
2021-05-31	6765120
2021-06-01	103475568590
2021-06-02	1916228666
2021-06-03	1390785236
2021-06-04	413084488
2021-06-05	3695616241
2021-06-06	15895112
2021-06-07	412659509
2021-06-08	25793886756
2021-06-09	1163570246788
2021-06-10	644507005590
2021-06-11	299476774270
2021-06-12	56969757021
2021-06-13	57155896302
2021-06-14	65232813609
2021-06-15	423440669742
2021-06-16	26517974077
2021-06-17	276028862
2021-06-18	3995527914
2021-06-19	65304301
2021-06-20	167130635
2021-06-21	108544586
2021-06-22	686896561
2021-06-23	5612485596
2021-06-24	1312661323
2021-06-25	446633918080
2021-06-26	168694356144
2021-06-27	52953521
2021-06-28	51148156918
2021-06-29	17401392
2021-06-30	1015830200088
2021-07-01	347923461540
2021-07-02	34218134565
2021-07-03	384313694
2021-07-04	6765120
2021-07-05	137865248
2021-07-06	142499035773
2021-07-07	2590845871
2021-07-08	1533423322
2021-07-09	142019139227
2021-07-10	143830484851
2021-07-11	13191984
2021-07-12	435444100
2021-07-13	7653742919
2021-07-14	1321731585600
2021-07-15	5160666109147
2021-07-16	1922571821453
2021-07-17	145709855209
2021-07-18	13191984
2021-07-19	784218074273
2021-07-20	5754195838
2021-07-21	31649583260
2021-07-22	1584171495
2021-07-23	188487612
2021-07-24	56971749
2021-07-25	9621504
2021-07-26	11849181427
2021-07-27	3903983313
2021-07-28	11833359992
2021-07-29	33312759
2021-07-30	54430945449
2021-07-31	39221702
2021-08-01	51941858
2021-08-02	9767706468
2021-08-03	46687304325
2021-08-04	52853787666
2021-08-05	10068525155
2021-08-06	154413922791
2021-08-07	12409807821
2021-08-08	71356524714
2021-08-09	2509970919317
2021-08-10	624372417560
2021-08-11	119029274194
2021-08-12	7874922824
2021-08-13	21064608035
2021-08-14	42199550824
2021-08-15	74894928656
2021-08-16	77924259432
2021-08-17	50873713848
2021-08-18	826895115217
2021-08-19	1066528447075
2021-08-20	54173977331
2021-08-21	161344892
2021-08-22	14919724969
2021-08-23	148033666
2021-08-24	30572218
2021-08-25	60081484107
2021-08-26	11383786605
2021-08-27	6758367559
2021-08-28	449482553
2021-08-29	222646252
2021-08-30	10948805642
2021-08-31	50850751897
2021-09-01	112257205362
2021-09-02	146809145251
2021-09-03	28570481060
2021-09-04	11290897898
2021-09-05	5092997217
2021-09-06	103172061987
2021-09-07	69043607365
2021-09-08	39822655275
2021-09-09	140508983455
2021-09-10	55463520836
2021-09-11	206896704
2021-09-12	350530844
2021-09-13	309354031
2021-09-14	34529358269
2021-09-15	14799130659
2021-09-16	7313508060
2021-09-17	49195636084
2021-09-18	2832047603
2021-09-19	8970474874
2021-09-20	41096173410
2021-09-21	256639467843
2021-09-22	105750069130
2021-09-23	14729520174
2021-09-24	1315427538
2021-09-25	1188688527
2021-09-26	6529639660
2021-09-27	65955530076
2021-09-28	60664866603
2021-09-29	15705939595
2021-09-30	83524902972
2021-10-01	115955584335
2021-10-02	9444915597
2021-10-03	13406885258
2021-10-04	8673817385
2021-10-05	676097484279
2021-10-06	9807940916
2021-10-07	258041462802
2021-10-08	1532574450
2021-10-09	3292418973
2021-10-10	29908153976
2021-10-11	3532993888
2021-10-12	126737361827
2021-10-13	56656345140
2021-10-14	53603146604
2021-10-15	143820407104
2021-10-16	2376583068
2021-10-17	710644667
2021-10-18	79919661818
2021-10-19	93084170409
2021-10-20	12559412027
2021-10-21	858545629
2021-10-22	14511683389
2021-10-23	16529724165
2021-10-24	123014369
2021-10-25	2899460505
2021-10-26	29269120429
2021-10-27	55926286830
2021-10-28	96373751370
2021-10-29	278370133954
2021-10-30	9307981184
2021-10-31	14325065562
2021-11-01	1643502856779
2021-11-02	149598790998
2021-11-03	1170220823
2021-11-04	1469933163
2021-11-05	2232908894
2021-11-06	2712002978
2021-11-07	7251370550
2021-11-08	937436493936
2021-11-09	107884520598
2021-11-10	20445844845
2021-11-11	603867660270
2021-11-12	275615029287
2021-11-13	157300069337
2021-11-14	18720424
2021-11-15	103072760220
2021-11-16	84600180382
2021-11-17	242161847240
2021-11-18	187220888422
2021-11-19	222211499604
2021-11-20	66350335115
2021-11-21	3499752578
2021-11-22	203300250822
2021-11-23	522279981362
2021-11-24	4556473283
2021-11-25	34770575063
2021-11-26	6339560203
2021-11-27	5254396885
2021-11-28	10910933092
2021-11-29	164958093591
2021-11-30	49665528492
2021-12-01	12515566552
2021-12-02	7666211080
2021-12-03	10132566266
2021-12-04	16268718845
2021-12-05	10884438298
2021-12-06	13267576294
2021-12-07	84426555998
2021-12-08	65927371129
2021-12-09	2261764487
2021-12-10	1056024933
2021-12-11	142037428219
2021-12-12	7426575698
2021-12-13	12122940087
2021-12-14	155182585540
2021-12-15	3375881423
2021-12-16	1286039037
2021-12-17	771233724
2021-12-18	1708285130
2021-12-19	931916587
2021-12-20	3283639265
2021-12-21	27795056387
2021-12-22	6288877928
2021-12-23	947280261
2021-12-24	3859101134
2021-12-25	4592813898
2021-12-26	14035122751
2021-12-27	1474492783
2021-12-28	1220714135
2021-12-29	395068941
2021-12-30	3177247890
2021-12-31	88409074999
2022-01-01	1814466478
2022-01-02	20473300
2022-01-03	8249727303
