asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-HJ-FP-F1/sub-HJ-FP-F1_ses-Day13.nwb	1903147804	1717	80	51
sub-HJ-FP-M4/sub-HJ-FP-M4_ses-Day66-extinction.nwb	1369944420	395	92	42
sub-HJ-FP-M3/sub-HJ-FP-M3_ses-Day60.nwb	1152913388	289	69	30
sub-DB-longITI-C1-F1/sub-DB-longITI-C1-F1_ses-Day3-12.nwb	34016877	203	107	38
sub-DB-longITI-C1-M2/sub-DB-longITI-C1-M2_ses-Day5-12.nwb	39010248	168	102	29
sub-HJ-FP-M7/sub-HJ-FP-M7_ses-Day18.nwb	1431213333	1656	82	56
sub-HJ-FP-M3/sub-HJ-FP-M3_ses-Day63.nwb	1202559136	291	69	31
sub-HJ-FP-F1/sub-HJ-FP-F1_ses-Day25.nwb	810040780	333	79	34
sub-HJ-FP-M7/sub-HJ-FP-M7_ses-Day5.nwb	465309560	1245	90	30
sub-HJ-FP-datHT-stGtACR-M4/sub-HJ-FP-datHT-stGtACR-M4_ses-Day1-RandomRewards.nwb	210646640	1164	92	40
sub-HJ-FP-M4/sub-HJ-FP-M4_ses-Day64-8s.nwb	1142175624	293	72	27
sub-HJ-FP-M7/sub-HJ-FP-M7_ses-Day48.nwb	821846152	265	70	25
sub-HJ-FP-M2/sub-HJ-FP-M2_ses-Day71.nwb	1125736892	302	69	30
sub-HJ-FP-M6/sub-HJ-FP-M6_ses-Day1.nwb	1126755048	4459	252	135
sub-HJ-FP-M6/sub-HJ-FP-M6_ses-Day19-8s.nwb	1324450216	360	87	35
sub-HJ-FP-M3/sub-HJ-FP-M3_ses-Day4.nwb	606088992	1706	75	29
sub-HJ-FP-M3/sub-HJ-FP-M3_ses-Day59-8s.nwb	1293121844	401	83	39
sub-HJ-FP-M3/sub-HJ-FP-M3_ses-Day2.nwb	491051656	1524	79	26
sub-HJ-FP-WT-stGtACR-F3/sub-HJ-FP-WT-stGtACR-F3_ses-Day6-Pavlovian.nwb	1025165817	2064	66	34
sub-DB-longITI-C1-M3/sub-DB-longITI-C1-M3_ses-Day1-12.nwb	29416744	140	89	21
sub-HJ-FP-M3/sub-HJ-FP-M3_ses-Day62.nwb	1195765076	302	76	29
sub-HJ-FP-datHT-stGtACR-M8/sub-HJ-FP-datHT-stGtACR-M8_ses-Day6-Pavlovian.nwb	43675827492	1084	76	35
sub-HJ-FP-F2/sub-HJ-FP-F2_ses-Day13.nwb	962344908	2209	82	46
sub-HJ-FP-datHT-stGtACR-M4/sub-HJ-FP-datHT-stGtACR-M4_ses-Day7-Pavlovian.nwb	1163568473	779	70	41
sub-HJ-FP-M3/sub-HJ-FP-M3_ses-Day29.nwb	614134260	310	72	27
sub-HJ-FP-M7/sub-HJ-FP-M7_ses-Day27.nwb	577014280	409	90	34
sub-HJ-FP-M4/sub-HJ-FP-M4_ses-Day26.nwb	1343746200	1805	75	41
sub-HJ-FP-M3/sub-HJ-FP-M3_ses-Day19.nwb	1392509512	2070	74	44
sub-HJ-FP-M3/sub-HJ-FP-M3_ses-Day35.nwb	712563264	375	83	37
sub-HJ-FP-datHT-stGtACR-M7/sub-HJ-FP-datHT-stGtACR-M7_ses-Day2.nwb	1110510772	585	69	37
sub-HJ-FP-M8/sub-HJ-FP-M8_ses-Day1.nwb	997596256	2742	250	129
sub-HJ-FP-M4/sub-HJ-FP-M4_ses-Day46.nwb	668023152	302	75	26
sub-HJ-FP-datHT-stGtACR-M7/sub-HJ-FP-datHT-stGtACR-M7_ses-Day7.nwb	918795968	665	82	46
sub-HJ-FP-M6/sub-HJ-FP-M6_ses-Day7.nwb	1522959720	2280	72	41
sub-HJ-FP-M2/sub-HJ-FP-M2_ses-Day20.nwb	1559962144	3309	72	50
sub-HJ-FP-M4/sub-HJ-FP-M4_ses-Day19.nwb	1417435392	1868	86	52
sub-HJ-FP-F1/sub-HJ-FP-F1_ses-Day40.nwb	1141876964	426	84	43
sub-HJ-FP-WT-stGtACR-F3/sub-HJ-FP-WT-stGtACR-F3_ses-Day7-Pavlovian.nwb	960591732	1840	73	33
sub-HJ-FP-F2/sub-HJ-FP-F2_ses-Day33.nwb	530940964	320	81	27
sub-HJ-FP-M2/sub-HJ-FP-M2_ses-Day26.nwb	1442773288	1965	78	48
sub-HJ-FP-M6/sub-HJ-FP-M6_ses-Day44-8s.nwb	913458256	354	75	33
sub-HJ-FP-M3/sub-HJ-FP-M3_ses-Day12.nwb	1582524360	2856	74	43
sub-HJ-FP-M6/sub-HJ-FP-M6_ses-Day25.nwb	612313076	264	66	24
sub-HJ-FP-M2/sub-HJ-FP-M2_ses-Day2.nwb	619837436	4586	83	33
sub-HJ-FP-datHT-stGtACR-M8/sub-HJ-FP-datHT-stGtACR-M8_ses-Day4-Pavlovian.nwb	31564062713	1045	69	37
sub-HJ-FP-M3/sub-HJ-FP-M3_ses-Day22.nwb	1276986380	1830	69	44
sub-HJ-FP-WT-stGtACR-F2/sub-HJ-FP-WT-stGtACR-F2_ses-Day5-Pavlovian.nwb	32961754332	2672	71	37
sub-HJ-FP-WT-stGtACR-F3/sub-HJ-FP-WT-stGtACR-F3_ses-Day4-Pavlovian.nwb	1033624568	2043	71	34
