region	bytes_sent
US/Massachusetts	122852963518
US/California	120995575116
US/Texas	118877241244
AWS/us-east-1	102451604805
CN/Beijing	98548166664
VPN	57523926832
US/Colorado	57413850454
GitHub	31829517012
PT/Lisbon	27404034415
CH/Zurich	13078935380
CN/Shanghai	8920925488
CA/Quebec	8443068496
FR/Île-de-France	5831563264
SE/Stockholm	3095250432
US/Michigan	2368603861
US/District of Columbia	2045345536
US/Maryland	1669543677
ES/Madrid	1552832160
US/New York	713516992
GCP/us-central1	636934112
US/Minnesota	464359872
AWS/ap-southeast-1	297616560
ES/Aragon	285442800
HK/Hong Kong	255763632
CA/British Columbia	107961480
US/Florida	15379802
AWS/us-east-2	12900696
KR/Seoul	8958776
GB/England	5747040
AU/New South Wales	3733352
HR/Zagreb	1637760
IE/Leinster	869760
US/Rhode Island	798720
US/New Jersey	579840
IN/Maharashtra	442080
US/Virginia	289920
JP/Kyoto	266240
