region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	68062598680	8244	0	290
USA/MA	76084329230	1655	0	326
GitHub	1789147397	5763	391	387
VPN	439289802	504	16	44
ITA	656926341	613	37	9
SGP	225804443	5	5	0
LKA/1	182048752	2	2	0
MEX/CMX	2207521	10	1	1
CHN/GS	25578149	2	2	0
USA/MD	83458886	92	6	3
FRA/IDF	5159280	10	2	2
CHN/ZJ	6354276	1	1	0
CHN/SH	917112	1	1	0
GCP/us-central1	307386400	1	1	0
