region	bytes_sent
GitHub	22525288292
AWS/us-east-1	4250567528
US/California	2222765075
FR/Auvergne-Rhône-Alpes	2177060160
CA/Quebec	2176877568
FR/Île-de-France	2170119624
CN/Shanghai	296381680
AWS/ap-southeast-1	279589280
AWS/us-east-2	157043528
GCP/us-central1	139628040
US/Massachusetts	84389592
US/Colorado	76206528
GB/England	69385096
VPN	45513856
US/Rhode Island	22737192
JP/Kyoto	22395384
US/Maryland	22287900
IT/Trentino-Alto Adige	7465128
US/Illinois	7465128
US/Ohio	6696384
CA/British Columbia	5419272
IN/Maharashtra	2466112
US/District of Columbia	2152993
