week_start	Neurophysiology
2025-11-17	1458650648
2025-11-24	3493938928
2025-12-01	2605355852
2025-12-08	2245998180
2025-12-15	4363469502
2025-12-22	31192594
2025-12-29	36538574
2026-01-05	3012558496
2026-01-12	395254662
2026-01-19	1592567128
2026-01-26	2488136062
2026-02-02	1911935604
2026-02-09	2027389822
2026-02-16	1481142950
2026-02-23	1625330926
2026-03-02	228844746
2026-03-09	42837994
2026-03-16	2416286646
2026-03-23	811925650
2026-03-30	325138318
2026-04-06	808563374
2026-04-13	277672434
2026-04-20	1710020602
2026-04-27	1866655078
2026-05-04	7993028
2026-05-11	144898090
