asset_path	bytes_sent	number_of_requests	number_of_downloads
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-14-1_image/c4b131f7-a6b1-4660-b5c7-28bd714b7f1e_external_file_0.mp4	721478644	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-14-1_image/a067a4ce-b726-4d9d-8bdb-2b9ea84677f6_external_file_0.mp4	593995340	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-16-1_image/760e88d4-c059-4ab3-9e29-1cd7a0a3c633_external_file_0.mp4	733540364	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_image.nwb	676784431	420	60
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-15-1_image/8361b6cd-f005-4d5d-a322-e86c67afdabc_external_file_0.mp4	703881356	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-14-1_image/ec4a3452-936e-4906-b6ef-8673c9ab44a4_external_file_0.mp4	610975712	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-13-1_image/2999bed3-2ef0-4bb4-b245-580beccb5e0f_external_file_0.mp4	726217572	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-12-1_image/35b92997-50fb-485a-b55e-f8b6a5e47daa_external_file_0.mp4	634230006	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-12-1_image/21266e1f-6e62-4777-977a-befc8a7377ec_external_file_0.mp4	544606450	120	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_image/3eac8ec9-9d5c-4038-896d-ca6b630123e4_external_file_0.mp4	660323001	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-14-1_image/723ddca5-fad3-42eb-910c-b20ef8325702_external_file_0.mp4	210983115	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_image/ae45157f-8742-4d26-891a-48f856f77406_external_file_0.mp4	319317357	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-16-1_image.nwb	576124853	420	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-13-1_image.nwb	1038176370	600	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_image/ed2cb2b5-3456-443a-ad7a-54160131a3e1_external_file_0.mp4	605900031	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-13-1_image/20cd058d-b378-48b2-bfed-2b07419d33c8_external_file_0.mp4	809024664	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-14-1_image/749ce073-11b7-4482-bd16-e24b38a2edd9_external_file_0.mp4	458648616	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-16-1_image/ff2a9a80-d0ce-42e5-abb1-6a511c90fc52_external_file_0.mp4	534291963	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-12-1_image/282cc8b9-d92a-45a2-81eb-b1ca02c1fff2_external_file_0.mp4	542990754	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-13-1_image/3cab6023-3419-4338-ac3b-2828a034da29_external_file_0.mp4	264529911	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-15-1_image/cface19f-db83-478d-8b76-c06280566e5e_external_file_0.mp4	440263149	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-16-1_image/dec59398-69ed-4d6c-96e3-1d6282f9725f_external_file_0.mp4	228547128	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_image/f8c6490a-6a2e-4963-b08f-c62056d6b4b3_external_file_0.mp4	570417565	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-12-1_image/21b52ce3-7a39-4ecc-8044-64b249c06f17_external_file_0.mp4	1550745404	800	240
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-16-1_image/f786f0bb-d25a-4ead-921f-c3ee3e646df4_external_file_0.mp4	465062799	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-15-1_image/530912a0-1978-4018-bcb2-fbc5f6cd0819_external_file_0.mp4	476479389	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-13-1_image/80b84e47-e4f3-42d1-8e50-0441b5c4aba3_external_file_0.mp4	551699646	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-16-1_image/d5145d9a-d66d-4969-b7e0-27de60208ea8_external_file_0.mp4	341254996	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_image/36918b97-af90-4e7e-b47f-f1ad501f02fd_external_file_0.mp4	697617051	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-16-1_image/e7c1d648-3358-46c0-b758-cc1f4b4dc4bc_external_file_0.mp4	419375145	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-14-1_image/906ac335-8616-4235-9004-1893b70df3f9_external_file_0.mp4	223383615	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-15-1_image.nwb	746594421	420	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-15-1_image/36c2195b-3ec9-48b1-87b2-9336d9c54a18_external_file_0.mp4	553098525	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-15-1_image/553a2171-d095-4e4a-9509-cffc4e0ec2d9_external_file_0.mp4	247463277	<50	<50
sub-Neuropixels1-Rat1/sub-Neuropixels1-Rat1_ses-2026-02-12-1_image.nwb	3684434428	4460	180
