week_start	Neurophysiology	Video
2026-03-30	110479800	2007225884
2026-04-06	2662158569	14230684159
2026-04-13	478386492	0
2026-04-20	254804928	309815232
2026-04-27	480273522	0
2026-05-11	244851825	439094020
2026-05-18	239569589	915172453
2026-05-25	95237207	0
2026-06-01	332250583	0
2026-06-08	1250357852	1142452587
2026-06-15	966091058	284833862
2026-06-22	315989520	45790092
2026-06-29	115871128	5944901084
2026-07-06	1351142301	122897828
2026-07-13	514619968	78545587
2026-07-20	4416649	0
2026-07-27	82775279	0
