region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
DEU/BW	6831108423	369	73	4
AWS/ap-southeast-1	333697752	73	73	0
USA/MA	7555848029	432	3	61
AWS/us-east-1	6677199549	818	82	43
VPN	447764132	492	49	12
USA/CA	5197418976	103	51	14
AWS/us-east-2	808917240	6	6	0
COL/ATL	5109624	1	1	0
EGY/BH	917112	1	1	0
BGD	15066840	2	2	0
MAR/04	11725932	1	1	0
USA/DC	26402021	4	0	1
USA/MD	86486116	20	3	2
ESP/CT	179881218	75	3	3
MEX/CMX	3834247406	3377	303	29
USA/NH	196137676	820	24	24
GitHub	1164148957	2790	218	215
USA/WI	45907370	27	2	1
CHE/ZH	13466732	23	6	6
CAN/ON	558819109	21	6	4
EST/37	27184995	1	1	0
CHE/VD	158480035	90	6	6
GCP/us-central1	27184995	1	1	0
JPN/26	508375629	8	8	0
CHN	232558239	190	12	7
FRA/IDF	9703499	10	3	3
GBR/ENG	351469380	104	4	2
VNM/SG	10743312	1	1	0
USA/TX	91862461	1	1	0
VNM/HN	16442508	1	1	0
IDN/YO	13691172	2	2	0
BOL/S	5895720	1	1	0
TUR	3340908	1	1	0
DZA/07	8319516	1	1	0
TWN/CHA	10284756	1	1	0
USA	4416649	38	1	1
GBR/SCT	138641812	45	1	1
ARG/N	6943848	1	1	0
NPL/P3	1048128	1	1	0
SLV/SM	4061496	1	1	0
USA/IL	17145966	73	2	2
PAK/PB	2358288	1	1	0
HND/FM	1310160	1	1	0
VEN/V	7009356	1	1	0
