region	bytes_sent
GitHub	8323784162
US/California	3312092848
US/Massachusetts	2249473936
CN/Shanghai	2161478564
SG/Singapore	2018175090
US/Texas	2004005062
AWS/us-east-1	1744176162
CN/Beijing	1717251603
AWS/us-east-2	1681531286
US/Maryland	1437850587
NL/North Holland	1243680133
JP/Tokyo	1110771607
JP/Saitama	1023257573
IL/Haifa	1023257573
KR/Seoul	1023257573
CH/Zurich	1023257573
US/New Mexico	1009087545
IT/Trentino-Alto Adige	1009087545
IT/Veneto	1009087545
US/North Carolina	1009087545
US/Vermont	1009087545
US/Georgia	801417897
CA/Quebec	708684773
CN/Zhejiang	324386475
VPN	168366708
HK/Hong Kong	77645460
GB/England	65605476
GCP/us-central1	54114590
US/Michigan	44285932
AWS/ap-southeast-1	40987736
US/New York	39848046
US/Rhode Island	26781444
CA/British Columbia	22142966
PT/Lisbon	22110636
US/New Jersey	20607336
US/Iowa	14170028
US/Illinois	14170028
CR/Guanacaste Province	14170028
CA/Ontario	14170028
US/Connecticut	10132428
IN/Maharashtra	7585376
VN/Ho Chi Minh	2905052
VN/Kiên Giang Province	2905052
