week_start	sub-353936/sub-353936_ses-20170519_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170608_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170609_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170610_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170611_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170612_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170617_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170618_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170619_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170621_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170622_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170623_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170624_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170625_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170612_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170614_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170615_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170616_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170617_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170618_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170619_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170621_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170622_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170623_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170624_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170625_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170626_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170628_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170629_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170630_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170701_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170112_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170113_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170114_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170115_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170116_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170119_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170120_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170122_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170123_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170124_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170125_behavior+ecephys+ogen.nwb	sub-359855/sub-359855_ses-20161220_behavior+ecephys+ogen.nwb	sub-359855/sub-359855_ses-20161221_behavior+ecephys+ogen.nwb	sub-359855/sub-359855_ses-20161222_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170218_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170219_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170220_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170221_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170222_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170223_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170224_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170227_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170228_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170301_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170302_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170303_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170309_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171017_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171019_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171020_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171021_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171024_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171025_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171027_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171030_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171031_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171101_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171102_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171103_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171017_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171018_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171019_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171020_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171021_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171102_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171103_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170708_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170709_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170710_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170711_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170712_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170713_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170714_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170715_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170717_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170718_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170719_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170720_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170724_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170725_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170726_behavior+ecephys+ogen.nwb	sub-365943/sub-365943_ses-20170708_behavior+ecephys+ogen.nwb	sub-365943/sub-365943_ses-20170711_behavior+ecephys+ogen.nwb	sub-365943/sub-365943_ses-20170712_behavior+ecephys+ogen.nwb	sub-365943/sub-365943_ses-20170713_behavior+ecephys+ogen.nwb	sub-365943/sub-365943_ses-20170719_behavior+ecephys+ogen.nwb	sub-365943/sub-365943_ses-20170720_behavior+ecephys+ogen.nwb
2024-06-10	0	0	0	0	0	0	0	0	0	0	0	0	0	49857060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164749910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231434808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8002968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-08	14839640	23030080	23249136	1313460	0	1035456	35969044	6370944	9490052	7100948	1399552	7034584	693848	4532460	0	6437308	5157832	6370944	7122052	7562727	7034584	6639544	636136	925080	7597580	0	9735672	8055200	6901856	6769128	3702344	0	4145888	7008604	7105324	7710312	10606452	7351608	5079512	666540	7499132	2932196	0	609020	651364	13686152	8270676	0	691792	6492356	0	7125104	718164	619208	5373632	9136328	0	0	10511600	0	8207384	1168636	9599970	1140077	6000904	8800996	6551688	6901856	5414812	7024648	1220816	0	0	6488576	4283056	3478388	637196	5751488	1392538	8056788	0	6437308	7979398	0	0	0	1033818	1030042	0	585048	3787200	10269642	6373416	3063232	0	2743516	7704056	5851472
2024-07-22	0	12542796	9158232	10153692	6636400	8428228	10087328	0	11547336	10020964	10087328	0	0	4446388	8892776	10153692	0	10087328	7762632	10020964	0	0	0	6636400	11115120	0	8892776	6636400	12343704	0	3096356	7614808	0	0	11082788	0	11082788	0	4827428	6437308	12210976	2190012	8892776	2181884	6156388	7233676	0	0	4446388	0	0	6511672	0	2190012	4380024	0	4446388	4446388	0	0	0	0	8959140	10750968	0	0	5438532	10020964	4446388	6199300	10087328	0	7517704	4446388	2190012	0	4446388	4446388	0	0	10395712	0	11746428	12210976	11613700	0	0	0	1976904	0	0	10220086	5742612	0	2190012	0	10883696	0
2024-08-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6690460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-26	15298092	66402456	37428696	42937432	21785072	25749232	34177460	6304580	6304580	43698820	46282108	11812792	22921992	22490156	9310154	31392626	13372236	22363796	23287896	11480972	20418326	3119108	5447352	31535112	22230240	44651320	8931068	29741888	20307384	38193724	8382724	15229616	8291776	34442916	22563416	18781012	65594408	6690460	14482284	10020964	14002804	2190012	35616204	6545652	18469164	28799748	19112832	27657916	16315732	0	14959536	19535016	48411068	38787160	19398016	43868000	10006424	9435172	6636400	25074796	50453320	17623720	14201896	24986653	23875304	19502408	10877064	47184495	5414812	4446388	18283236	24090132	6901856	17400576	3648856	13913552	13462132	5038432	27732670	9423688	41208100	16856456	14998264	37884986	50290762	41452048	27076512	28255950	5930712	17523020	8048892	20307414	40198284	5253244	10183228	1089268	27709800	5153960
2024-09-02	0	0	0	0	0	0	0	0	33269012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22537368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5252620	11193860	0	0	0	12537398	9095204	0	0	0	0	0	0	0	0	0	0	0	0	0	10946568	0	0	5038432	0	0	0	0	58506108	0	0	0	0	9418650	0	0	0	0	11485224	9189696	0	1089268	0	5153960
2024-09-09	62490036	0	0	16523292	0	14018144	0	0	0	0	0	42033136	0	0	9310154	0	4479460	0	0	9556416	0	6006748	0	8002968	0	7830952	0	0	19372960	0	0	0	0	0	11546992	0	0	0	0	0	28521392	0	0	2181884	0	0	0	0	5934672	0	0	6511672	0	0	0	0	0	0	0	0	0	0	0	0	0	10344176	5438532	0	0	6199300	0	0	0	23200768	0	0	0	0	12402586	0	10395712	0	0	0	0	0	0	0	0	0	3204320	10220086	0	0	0	0	0	0
2024-09-16	18523908	24954512	16213704	10750644	23794644	16447120	17823444	16481888	20256452	18166840	8477440	15333856	8334512	600300	7226126	0	5157832	12476096	7055688	6968220	8923724	6006748	636136	7100948	7000304	7464844	804604	619728	1153952	7110160	3702344	7301080	4145888	7937700	8233512	6051212	0	13380920	10287980	14131932	15619784	6437292	17498832	2790904	12964140	14863184	10976960	10676668	6626464	6659080	9230580	12965136	15548800	17439760	5252620	11968200	5003212	4988784	8519414	15000344	9095204	13347320	18637688	9921901	11360652	10344176	5438532	14865103	11525844	7024648	14460264	6370944	7517704	6488576	3648856	2784816	9775908	713056	9488946	8189516	7930060	7414755	6835492	0	8076262	7581196	8201130	8330082	2643088	6955992	3204320	8477814	630804	3767168	4031384	1089268	7504964	5851472
2024-09-23	111801612	141927680	93568192	148919712	60594688	101659392	235323552	68735456	145686448	105709984	80658048	107636708	53484648	31727220	65171078	82441018	35835680	70339488	54338424	79944349	51876874	42047236	12710488	56020776	67320080	65294204	53586408	44612832	95266240	76126712	18578136	45688848	24875328	70035020	52492080	48922020	51100540	33452300	24137140	53140060	108003640	14660980	50662140	10909420	30781940	59119060	72662240	53383340	29673360	33295400	21282540	26046688	73127248	72260004	21010480	50018320	25016060	24943920	42597070	62686990	45476020	33368300	73725730	75823905	26798740	51720880	27192660	83948482	27074060	38152220	67790256	108071913	52623928	40601344	25541992	24348716	31985492	35269024	76332342	108188756	72769984	73856477	123089524	94837770	79690132	61723740	43835330	47093250	9884520	49455800	16021600	51100430	28713060	15316160	16996660	5446340	60040140	30923760
2024-09-30	14170028	21673120	13006744	21236404	7574336	14018144	35969044	8591932	22142966	15179828	13020544	18372604	7640664	4532460	9310154	13275254	4479460	11546464	7762632	12918587	7410982	6006748	1815784	8002968	11115120	6331812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11193860	5003212	4988784	8519414	25074796	9095204	6673660	14745146	15164781	5359748	10344176	5438532	14865227	5414812	6199300	11182288	15220827	7517704	5800192	3648856	3478388	4569356	5038432	12402586	18451468	10395712	12048891	29253054	18042150	16776942	14441900	10864218	9418650	1976904	9891160	3204320	10220086	5742612	3063232	3399332	1089268	14105180	5153960
2024-10-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10020964	0	0	0	0	0	0	0	0	0	0	0	0	0	10132428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4256508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-21	12742012	7896488	15661904	0	7574336	10352784	0	7897316	8494592	0	0	8428228	0	4446388	8892776	0	4446388	8428228	4977300	7565496	6636400	0	0	6636400	0	7830952	17823844	14071872	31583936	14435412	3096356	14981212	4145888	15055580	19577036	21119400	20426916	13380920	9654856	11676588	37156524	2932196	19025204	2181884	6156388	12872388	15581024	18640348	10381060	11105468	6911068	10958060	28369140	20138876	5252620	11193860	9449600	9435172	8519414	17116514	17125248	13347320	25429750	26114841	5359748	10344176	5438532	14865227	9861200	6199300	21402344	24047239	7517704	5800192	5838868	3478388	4569356	5038432	12402586	27742428	10395712	23131679	29253054	28461298	28523370	16723728	0	9418650	1976904	0	3204320	0	4446388	2190012	2190012	1089268	7897316	4446388
2024-10-28	14170028	21673120	13006744	0	7574336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-04	14170028	21673120	0	21236404	0	14018144	0	0	0	15179828	13020544	18372604	7640664	9064920	9310154	13275254	0	11546464	7762632	0	7410982	6006748	1815784	8002968	11115120	11574692	8931068	7435472	19372960	0	3096356	7614808	4145888	15055580	0	10832980	11268684	0	4827428	11676588	0	2932196	10132428	0	6156388	0	15581024	10676668	5934672	6659080	4256508	6511672	0	15692488	5252620	11193860	5003212	4988784	8519414	12537398	9095204	0	14745146	15164781	5359748	10344176	5438532	14865227	0	6199300	11182288	15220827	7517704	5800192	3648856	0	4569356	5038432	12402586	18451468	0	12048891	29253054	18042150	16776942	14441900	10864218	0	1976904	9891160	3204320	10220086	5742612	3063232	3399332	1089268	14105180	5153960
2024-11-11	0	0	0	0	0	0	0	0	4114568	25333520	0	0	0	0	0	0	0	4114568	0	0	0	0	0	0	0	5707304	8931068	0	5840032	0	0	7614808	4145888	0	0	4114568	4114568	6304580	4827428	0	0	0	0	2181884	0	0	0	0	0	0	0	0	0	0	0	4114568	5003212	0	7432768	0	0	0	0	4114568	0	0	0	0	4977300	0	0	9755508	7517704	8229136	0	0	0	4114568	0	0	0	0	0	0	4114568	8229136	0	4114568	0	0	0	7233676	0	0	3399332	0	0	0
2024-11-18	19014600	51837520	34640808	34442840	19196876	36199060	40944688	18347440	26257534	35137864	30155656	43049788	27633836	22490156	18402022	0	0	0	0	0	0	0	0	0	0	0	0	0	6503672	0	0	0	0	9490052	0	0	0	0	4114568	0	0	0	0	0	4114568	0	0	0	4114568	0	0	6370944	0	0	0	5840032	0	0	0	0	0	0	0	0	0	0	0	0	4114568	0	0	0	0	0	0	0	0	4114568	0	0	0	4048204	29253054	0	0	0	0	0	0	9821872	0	0	0	0	0	0	0	0
2024-11-25	0	0	0	0	0	0	0	0	10750968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19372960	0	0	0	0	0	0	0	11268684	0	0	0	0	2932196	0	0	0	0	0	0	0	0	0	0	6437308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18042150	0	0	0	0	0	0	3204320	0	0	0	3399332	0	0	0
2024-12-02	0	0	0	0	0	0	0	0	22142966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19511016	0	0	0	15055580	0	0	0	0	0	0	0	0	0	0	0	4483780	0	0	0	0	0	0	0	0	5252620	2805252	0	0	0	0	9095204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25165824	0	0	0	0	0	0	0	0	0	0	3063232	0	0	0	0
2025-03-10	755628	885920	4114568	9689144	0	0	0	0	9689144	9556416	4114568	6769128	0	0	0	0	0	0	4950036	4114568	4114568	10984048	0	4114568	0	0	8931068	7435472	6171852	4114568	3096356	0	0	0	4114568	0	0	8229136	4114568	7499132	8892776	2932196	0	2181884	6156388	4114568	0	10817332	5934672	0	0	6511672	7366404	8434604	0	4114568	0	0	0	4114568	7233676	4114568	4114568	0	0	4114568	728132	4114568	5414812	6199300	6503672	4999395	4114568	0	4532912	3478388	4569356	4442600	0	9622780	0	0	4910936	8162772	0	0	0	0	0	0	3204320	14666444	4114568	0	0	1089268	4114568	4114568
2025-03-17	0	0	13006744	21236404	0	14018144	0	8591932	22142966	0	0	18372604	0	0	9310154	0	4479460	11546464	7762632	0	0	6006748	0	8002968	11115120	0	0	0	19372960	14435412	3096356	0	4145888	0	11546992	0	0	6690460	4827428	0	24746456	2932196	0	0	6156388	0	15581024	0	0	0	4256508	6511672	18281812	15692488	5252620	0	0	0	0	12537398	0	6673660	0	15164781	5359748	0	5438532	14865227	5414812	0	0	15220827	7517704	5800192	0	0	4569356	5038432	0	0	10395712	12048891	29253054	18042150	0	14441900	10864218	0	0	9891160	3204320	0	0	3063232	3399332	1089268	14105180	0
2025-04-14	0	21673120	0	0	7574336	14018144	0	0	22142966	15179828	0	0	7640664	0	0	0	4479460	11546464	7762632	0	7410982	6006748	1815784	0	0	0	0	7435472	0	0	3096356	7614808	0	0	11546992	0	11268684	6690460	0	11676588	0	0	0	0	6156388	12872388	15581024	10676668	5934672	6659080	4256508	6511672	18281812	15692488	5252620	11193860	5003212	4988784	8519414	12537398	9095204	6673660	14745146	15164781	5359748	10344176	5438532	14865227	5414812	6199300	11182288	15220827	7517704	5800192	3648856	3478388	4569356	5038432	12402586	18451468	10395712	12048891	29253054	18042150	16776942	14441900	10864218	9418650	1976904	9891160	3204320	10220086	5742612	3063232	3399332	1089268	14105180	5153960
2025-04-28	28340056	21673120	26013488	21618324	7574336	28036288	35969044	17183864	44285932	30359656	26041088	18372604	15281328	9064920	18620308	13275254	4479460	23092928	15525264	25837174	14821964	12013496	0	8002968	0	23149384	8931068	14870944	38745920	28870824	6192712	7614808	8291776	0	11546992	21665960	22537368	13380920	9654856	23353176	24746456	5864392	20264856	4363768	12312776	0	31162048	21353336	11869344	6659080	4256508	13023344	18281812	15692488	5252620	22387720	10006424	4988784	17038828	25074796	18190408	13347320	0	30329562	5359748	20688352	5438532	14865227	10829624	6199300	22364576	30441654	15035408	5800192	7297712	0	9138712	5038432	12402586	18451468	10395712	24097782	58506108	36084300	16776942	14441900	0	18837300	1976904	9891160	3204320	20440172	0	3063232	6798664	1089268	28210360	5153960
2025-05-12	14170028	21673120	0	21236404	7574336	14018144	35969044	8591932	22142966	15179828	13020544	18372604	0	0	0	13275254	4479460	11546464	7762632	12918587	7410982	6006748	1815784	8002968	0	11574692	8931068	7435472	19372960	14435412	3096356	7614808	0	15055580	0	0	11268684	6690460	4827428	11676588	0	0	0	0	0	12872388	0	0	0	6659080	0	6511672	0	0	5252620	0	0	4988784	8519414	0	9095204	0	0	0	0	10344176	5438532	0	5414812	0	0	0	7517704	0	3648856	3478388	0	5038432	0	18451468	0	0	0	18042150	16776942	14441900	0	9418650	1976904	9891160	3204320	10220086	5742612	0	3399332	1089268	14105180	0
2025-05-19	14170028	21673120	0	21236404	0	14018144	0	0	22142966	0	13020544	18372604	7640664	4532460	9310154	13275254	0	11546464	7762632	0	7410982	0	1815784	8002968	11115120	11574692	0	7435472	0	14435412	3096356	7614808	0	15055580	11546992	0	11268684	0	4827428	11676588	0	2932196	10132428	2181884	6156388	12872388	15581024	0	5934672	6659080	4256508	6511672	18281812	0	5252620	11193860	5003212	4988784	0	12537398	0	6673660	14745146	15164781	5359748	10344176	0	0	5414812	0	11182288	15220827	7517704	5800192	3648856	0	4569356	0	12402586	18451468	0	0	0	18042150	16776942	14441900	0	0	0	0	0	0	5742612	0	0	1089268	14105180	0
2025-05-26	0	21673120	13006744	0	7574336	14018144	35969044	8591932	22142966	0	13020544	0	7640664	0	9310154	13275254	0	11546464	7762632	0	7410982	6006748	1815784	0	0	0	8931068	0	19372960	14435412	0	0	0	15055580	11546992	0	0	6690460	4827428	11676588	24746456	2932196	580000	2181884	0	0	15581024	10676668	0	6659080	4256508	0	18281812	15692488	0	0	0	4988784	8519414	0	9095204	6673660	0	15164781	5359748	10344176	5438532	14865227	0	6199300	0	15220827	7517704	0	3648856	3478388	4569356	0	12402586	18451468	10395712	12048891	29253054	0	0	14441900	10864218	9418650	1976904	9891160	0	10220086	5742612	0	3399332	1089268	14105180	5153960
2025-06-02	0	0	13006744	21236404	7574336	0	0	8591932	22142966	15179828	13020544	0	0	0	0	13275254	0	11546464	0	12918587	0	0	0	8002968	11115120	0	0	0	19372960	14435412	3096356	0	0	0	11546992	0	0	6690460	4827428	0	24746456	2932196	0	2181884	6156388	12872388	0	10676668	0	0	0	6511672	18281812	0	0	11193860	0	4988784	0	0	9095204	0	0	15164781	0	0	5438532	0	5414812	0	11182288	0	0	5800192	0	0	4569356	5038432	0	0	10395712	12048891	0	0	16776942	0	10864218	0	1976904	9891160	3204320	10220086	0	3063232	3399332	0	0	5153960
2025-06-09	14170028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20264856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-23	14379916	22121440	26415680	21767412	8001392	14290784	36358364	9029356	22498286	15361548	26332160	18624404	7825912	4688124	9426506	13558454	9215288	23309376	7934808	13136555	7628854	12171488	3690208	8102040	22280296	128328	9063884	14963840	19531360	28926768	3145596	59360	4196832	30220488	23165312	78160	11290660	13522496	4848324	23398992	125056	2963812	10290420	2244540	107984	13008372	15721664	37336	6011984	6759848	4300564	6664024	18379732	15793352	5352284	11357564	168792	10147680	161792	12710678	18248256	170288	14902874	15355989	5465876	10488976	184296	15035227	5565508	6250796	11238448	145728	240384	5896512	3783208	7005216	4672188	5069552	126768	18540492	20898400	128496	111344	18098726	16959078	110160	21880308	9514090	161376	9981144	122160	10335318	11644128	38592	6798664	93000	108400	5282744
2025-07-14	66822772	149440	172368	0	142352	45440	77864	145808	284256	109032	48512	100720	52928	51888	116352	113280	85456	162336	114784	217968	72624	157992	175920	49536	100112	42776	132816	139344	79200	167832	49240	118720	25472	109328	71328	117240	65928	141576	41792	91632	125056	31616	52664	62656	53992	67992	140640	74672	115968	151152	0	152352	146880	151296	149496	54568	168792	170112	242688	231040	115696	255432	78864	191208	106128	144800	61432	255000	0	51496	56160	218592	120192	144480	89568	96880	102832	93360	126768	89024	106976	85664	111344	56576	182136	165240	50624	95440	161376	89984	122160	115232	0	38592	85968	0	0	42928
2025-07-21	0	0	0	0	0	0	0	0	22142966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-28	0	0	0	0	0	0	0	8591932	0	15179828	0	0	0	0	9310154	0	4479460	0	0	0	0	6006748	0	8002968	0	0	0	0	0	0	0	0	0	0	11546992	0	0	6690460	0	0	0	0	0	0	0	0	15581024	0	0	0	0	0	0	0	0	0	0	0	0	12537398	0	6673660	14745146	0	0	0	0	0	0	0	0	15220827	0	0	0	0	0	0	0	0	10395712	0	0	0	0	0	0	0	0	9891160	3204320	0	0	0	0	0	0	5153960
2025-08-04	11372132	0	0	0	7574336	0	0	0	0	0	0	18372604	7640664	4532460	0	0	0	0	7762632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12872388	0	0	5934672	0	0	0	0	0	5252620	0	0	0	8519414	12537398	0	0	0	0	0	0	0	0	0	0	0	0	7517704	0	3648856	0	4569356	5038432	12402586	0	0	12048891	0	0	16776942	0	0	0	1976904	0	0	0	0	3063232	0	0	0	0
2025-08-11	0	0	0	21236404	0	14018144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14435412	0	0	0	0	0	0	0	0	0	11676588	0	2932196	0	0	0	0	0	0	0	0	0	0	18281812	0	0	0	0	0	0	0	0	0	0	0	0	10344176	0	14865227	0	6199300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-08-18	11233432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11115120	0	0	7435472	0	0	3096356	7614808	4145888	0	0	0	11268684	0	0	9224596	0	0	10132428	2181884	0	0	0	0	0	0	4256508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5438532	4114568	0	0	0	0	0	0	0	0	0	5038432	0	0	0	0	0	0	5906396	0	4048204	0	0	9891160	6408640	0	0	0	0	0	0	0
