week_start	sub-01/sub-01_ses-3_behavior+ecephys.nwb	sub-01/sub-01_ses-4_behavior+ecephys.nwb	sub-01/sub-01_ses-5_behavior+ecephys.nwb	sub-01/sub-01_ses-7_behavior+ecephys.nwb	sub-02/sub-02_ses-3_behavior+ecephys.nwb	sub-02/sub-02_ses-4_behavior+ecephys.nwb	sub-02/sub-02_ses-5_behavior+ecephys.nwb	sub-02/sub-02_ses-6_behavior+ecephys.nwb	sub-03/sub-03_ses-3_behavior+ecephys.nwb	sub-03/sub-03_ses-4_behavior+ecephys.nwb	sub-03/sub-03_ses-5_behavior+ecephys.nwb	sub-03/sub-03_ses-6_behavior+ecephys.nwb	sub-04/sub-04_ses-3_behavior+ecephys.nwb	sub-04/sub-04_ses-4_behavior+ecephys.nwb	sub-04/sub-04_ses-5_behavior+ecephys.nwb	sub-04/sub-04_ses-6_behavior+ecephys.nwb	sub-04/sub-04_ses-7_behavior+ecephys.nwb	sub-05/sub-05_ses-3_behavior+ecephys.nwb	sub-05/sub-05_ses-4_behavior+ecephys.nwb	sub-05/sub-05_ses-7_behavior+ecephys.nwb	sub-06/sub-06_ses-3_behavior+ecephys.nwb	sub-06/sub-06_ses-4_behavior+ecephys.nwb	sub-06/sub-06_ses-5_behavior+ecephys.nwb	sub-06/sub-06_ses-6_behavior+ecephys.nwb	sub-06/sub-06_ses-7_behavior+ecephys.nwb	sub-07/sub-07_ses-3_behavior+ecephys.nwb	sub-07/sub-07_ses-4_behavior+ecephys.nwb	sub-07/sub-07_ses-5_behavior+ecephys.nwb	sub-07/sub-07_ses-6_behavior+ecephys.nwb	sub-07/sub-07_ses-7_behavior+ecephys.nwb	sub-08/sub-08_ses-3_behavior+ecephys.nwb	sub-08/sub-08_ses-4_behavior+ecephys.nwb	sub-08/sub-08_ses-5_behavior+ecephys.nwb	sub-08/sub-08_ses-6_behavior+ecephys.nwb	sub-08/sub-08_ses-7_behavior+ecephys.nwb	sub-09/sub-09_ses-3_behavior+ecephys.nwb	sub-09/sub-09_ses-4_behavior+ecephys.nwb	sub-09/sub-09_ses-5_behavior+ecephys.nwb	sub-09/sub-09_ses-6_behavior+ecephys.nwb	sub-09/sub-09_ses-7_behavior+ecephys.nwb	sub-10/sub-10_ses-3_behavior+ecephys.nwb	sub-10/sub-10_ses-4_behavior+ecephys.nwb	sub-10/sub-10_ses-5_behavior+ecephys.nwb	sub-10/sub-10_ses-6_behavior+ecephys.nwb	sub-10/sub-10_ses-7_behavior+ecephys.nwb	sub-11/sub-11_ses-3_behavior+ecephys.nwb	sub-11/sub-11_ses-4_behavior+ecephys.nwb	sub-11/sub-11_ses-5_behavior+ecephys.nwb	sub-11/sub-11_ses-6_behavior+ecephys.nwb	sub-11/sub-11_ses-7_behavior+ecephys.nwb	sub-12/sub-12_ses-3_behavior+ecephys.nwb	sub-12/sub-12_ses-4_behavior+ecephys.nwb	sub-12/sub-12_ses-5_behavior+ecephys.nwb	sub-12/sub-12_ses-6_behavior+ecephys.nwb	sub-12/sub-12_ses-7_behavior+ecephys.nwb
2024-03-25	250330618	11912326	223691499	20634994	7631860	22889686	9341460	28642299	23634326	12859152	69708021	17877274	24617961	0	13319505	11849208	4126344	8640363	19010710	9362737	16719990	18802920	4578936	21971930	680197666	17933670	11044422	13538256	15105282	11071954	4317616	11445962	17071384	12338884	10702115	12378596	132728	16590624	12977846	4676372	11748247	13140072	13337422	14964154	23902568	6835492	21880802	134150758	4657690	23678563	11178446	12741888	9442312	136279671	18867832
2024-04-01	48079368762	47787053708	15918759946	12175689	27933691984	27876833554	41837244816	13950467146	129224502	13031483436	12914020317	25567732237	25278208275	26499293916	27077600187	13021912748	27175404164	34311189822	34351219539	16987714530	17261392082	25770477608	8726776	25810240801	25709141416	10177918313	31187996556	10415417543	11455262	10389089705	29843301648	14904753430	29826803880	29375064774	29726196713	19801005934	2508394	19783805612	39359567953	39179536140	39438895582	39452863198	38497255689	39242824554	19492726376	17170258336	16995927414	17134058158	34306758854	17065046889	19937092046	39898951179	19957572504	39944784981	19619774148
2024-04-08	23882780608	16009086086	0	27754138545	164695656	0	13952063924	14025770442	620877004	273869224	132224317	303781334	153199251	58379482	55018601	62146688	63374984	207146973	107708735	54335153	144624627	61154324	58650428	63646943	62374998	120782470	61503459	148550594	60669954	55373225	954907212	60703563	55279236	58670658	55039651	130160548	367279818	67482668	170979382	130300692	131232518	114472858	202099918	121085628	185884624	147616746	115970746	101764439	58239245	104330089	126090062	65638233	58236208	61752971	122533260
2024-04-15	16044790907	0	2255339180	4618020324	3141758044	6864978091	12414660432	0	13006198083	13013447892	12882908477	12766259947	0	13233736922	13534463081	12991088768	13574276744	17155594911	17170906865	0	8620317009	0	52765800	13227188983	12849759318	10029760551	10395219939	10409046599	10431086594	132958459	0	0	149014284	14746774556	14860932771	19794037714	0	19775078934	0	0	7897316	19723279309	19242804839	19616485214	95707424	17527611726	16985717017	17130638679	17150028045	17065046889	19928317351	19946639193	19965472048	19968968331	19611966150
2024-04-22	175286367	174489600	158208000	122497213	144138900	320871376	133349992	155870352	182963492	176310724	197625604	121753600	0	0	0	38282412	0	0	0	0	0	0	0	0	0	0	0	0	202614000	0	0	0	0	0	0	0	0	0	0	0	0	70096500	0	0	0	0	0	0	0	444592040	0	450403144	0	0	0
2024-04-29	0	367878144	0	152424826	0	0	0	0	0	0	0	0	167750066	119266522	115308461	80484664	114740488	24315564	65224433	43849393	217287197	178360720	140163716	137442944	183223382	151509211	103186011	117573240	123575738	156237824	137472092	210256715	0	0	0	39545950	0	0	6370944	0	16116099	45464665	0	675610492	0	0	0	40903727	0	0	0	0	14666444	19975564	0
2024-05-06	49094619	0	0	76212413	225003632	0	0	0	0	85609560	0	0	378310334	0	61722616	0	69663816	0	0	74533750	0	0	0	0	62374998	0	54805523	0	0	0	0	0	183500800	241009902	157013667	0	56828734	45335062	15859712	45690294	0	0	68170263	52638502	30531372	46025350	49965169	0	46981833	45609833	31393503	25923417	50655436	0	31634298
2024-05-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560443588	0	0	0	0	0	0	0	73940235	118904508	0	0	0	0	0	233005792	0	0	0	7764588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-05-20	0	321606512	72482436	0	98479388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40415676	0	0	0	0	0	14951346736	0	0	14686305858	0	123840236	488210954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5259264	0
2024-05-27	0	0	0	214238044	0	0	82971632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572696148	0	0	0	0	0	0	0	0	0	585435846	8627320	0	0	205304693	0	0	0	0	0	336125504	150525186	0
2024-06-03	0	0	0	0	144488528	12277340	0	0	0	0	108924928	0	0	9888236	0	64578524	0	9490052	0	0	68241041	0	0	0	0	0	0	0	0	0	0	446123120	0	0	0	0	0	0	0	0	0	7830952	0	157483008	0	0	0	9290960	0	0	299472439	0	0	0	0
2024-06-10	0	0	0	0	0	0	189916212	0	0	0	0	0	356795105	0	0	0	0	0	0	9490052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7830952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26099694
2024-06-24	0	15925970691	15909602501	0	0	13935231305	0	12210976	0	0	0	0	8423945777	0	0	0	0	0	0	0	0	0	12971863868	0	12849759318	10021863235	0	10409046599	10431086594	10389089705	0	0	14908358276	0	0	19794037714	0	0	0	19584392586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-01	624982301	0	0	0	824818048	0	0	288610112	711683855	162020204	132224317	151890667	51066417	58379482	76188717	62146688	63374984	69048991	63389425	59578033	8689496738	61154324	58650428	63646943	62374998	120782470	61503459	119202958	121339908	110746450	122340192	121407126	110558472	117341316	110079302	130160548	98774228	0	0	0	131232518	0	0	0	68157440	136741532	66943257	101764439	58239245	104330089	136575822	65638233	5242880	0	0
2024-07-08	7930928592	1353133719	1419958560	1440758366	751782657	1406135640	997679172	1386009896	2479818796	2059570700	1811175591	2175029459	716004786	759994966	755580350	793712832	793290056	1225860570	812607677	650997989	9689432992	13706140972	13797581268	13833610322	840127253	7685747843	10403629443	1311693299	11380728146	1394932372	1338376992	546349294	424932384	503181840	448957371	1425503142	506639184	486094478	713492343	587532762	1398862146	569649618	1062784212	537578290	705277736	1482806896	526000860	1077170702	681176220	1349999701	1681244317	807319596	742521712	761500943	646070600
2024-07-15	56440712059	18050224124	1447552871	11689833175	1757334864	1444923650	1146146472	1419932698	3603162926	3855760388	3354694681	2739274886	1260931785	800876306	678541653	792946176	760960232	1503349162	697283675	644872603	1106744229	807252208	815863112	816924499	810874974	1207824700	799544967	774819227	788709402	719851925	1223401920	789146319	702901428	821389212	770555114	1301605480	922106316	792501556	1287588245	898611990	1280867900	759366966	1184949869	605428140	929423120	4387740852	736375827	942094351	704113820	1710696953	1892103393	910968709	1175774448	813274383	1130960760
2024-07-22	25748024050	5024887721	4254448111	2608904759	8621494100	3124985943	2571098476	1863846025	3909544100	4804337276	3066601774	1354679826	1963773153	3792371618	2746739441	1624126496	3043719804	1535485141	904041805	1833463053	2287278956	2477723572	1626271548	2186614911	2295841878	1923985319	1611984838	2015195719	2682109954	2966830477	3642729992	3683533643	2592232292	2198764676	1132440902	1750431292	814393856	1827636268	601957118	1018470812	2386473508	1409397606	1449905358	1777835708	1931166140	3789473864	3316599513	3212782951	1494257205	4493951082	4396291139	4312371033	2576942008	3443410571	1181340610
2024-07-29	267611638	13546880630	139593212	280646432	277062776	279916428	250369588	133871048	0	123650992	245989564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12277340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-05	324957890	76744451	0	0	54898552	0	0	0	143422771	0	0	0	51066417	0	0	0	0	69048991	0	0	37722449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-19	15903762527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10087328	0	0	0	0	11812792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-26	0	15925970691	0	99373449	0	12144612	0	0	13007857183	11613700	0	10716948852	0	0	0	9622780	0	0	0	30282084821	10220056	0	0	0	0	11680064	0	0	10431086594	6769128	9821872	14467352	12609160	0	12078248	0	19764938158	6370944	0	21701028	0	0	0	0	14135532	0	9954600	8096408	10950060	10020964	0	12410068	0	22431032	4446388
2024-09-02	0	25048346066	21375335065	0	13978093516	13326896312	0	0	0	0	0	2598127527	0	0	0	0	14074907920	0	0	17237968061	0	0	0	0	0	0	3351067751	0	10431086594	0	0	0	0	0	0	0	14148010180	0	0	0	23281508064	0	0	0	0	0	0	0	37253693687	0	25155389866	0	0	0	0
2024-09-09	3040547019	7830952	0	0	0	0	13537060112	2680187325	0	12987618692	13365259333	448900591	0	0	0	0	0	9537550475	2895876917	0	1854642513	0	0	3063172352	12542796	2330686240	87483729	0	0	10291785500	0	0	7763603940	14742693372	13965305367	7930255688	0	11951113806	18242106376	6921899372	86748297	4361811733	18858830099	0	0	16697378486	9527873613	0	0	6265517437	84147022	19586202225	18685791744	0	0
2024-09-16	376575773	248714505	255340251	261419860	255269516	255824955	221396868	330041288	464726948	467669892	161118938	169998351	126467063	90624052	136732586	87705728	141692176	164863042	172342483	152519699	80282513	149471892	149487864	153859854	176522942	199250088	171681757	101901454	113433940	107356670	87337880	109632050	108228860	90944260	80981318	103829856	91545682	82543660	130859510	120131600	116577170	95467418	227025002	147025434	205557688	166158826	158921266	229875333	78467610	119531218	126090062	141762226	116472416	123505942	122533260
2024-09-23	871449336	626365676	608839208	685911717	3093582508	3513138696	517163020	3449514816	1147382168	3758327452	793345902	1063234669	352222039	408656374	330111606	435026816	404734344	414293946	380336550	326010918	320706534	366925944	421038756	509175544	397809580	427981525	421449554	417210353	424689678	387612575	428190672	424924941	386954652	410694606	385277557	455561918	455810278	396250778	551241917	456052422	393697554	400655003	606299754	363256884	557653872	410224596	375445142	382993075	174717735	340150199	556745143	619534977	516810556	546165179	517320950
2024-09-30	129765557	76744451	76104901	76212413	71359548	78299465	63674804	87040741	150162022	136934612	0	0	4310577	0	0	0	0	6583079	0	0	6549977	0	58650428	63646943	15728640	123827793	123006918	119202958	121339908	118577402	126454760	121407126	110558472	58670658	55039651	71667756	65115754	56607254	38303771	65150346	7300040	57236429	0	0	0	11930554	0	0	0	0	73014278	70881113	58236208	61752971	61266630
2024-10-07	0	0	0	0	0	0	0	0	0	1812470240	0	0	0	0	0	0	0	8839455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-14	16573823261	15986986502	0	582064796	14802762340	14764030529	0	796199640	13966142738	14065726036	13015132794	151890667	8475012194	58379482	13589481682	26044324224	63374984	17224643902	63389425	17032686946	8673768098	61154324	58650428	63646943	12912134316	10082254470	10456723398	59601479	10491756548	10444462930	61170096	60703563	55279236	14744976516	14915972422	19859117988	19824997372	19831686188	19763621942	19649542932	19781546758	19780515738	19343854798	19737570842	19672240056	17228530332	17119603531	203528878	17266506535	17263221307	20011842114	20012277426	20007959136	61752971	19673232780
2024-10-21	139417455	76744451	76104901	76212413	54898552	78299465	63674804	87040741	143422771	136934612	132224317	151890667	51066417	58379482	55018601	62146688	63374984	69048991	63389425	68138037	53451089	61154324	58650428	63646943	62374998	60391235	61503459	59601479	60669954	55373225	61170096	60703563	55279236	58670658	55039651	65080274	65115754	56607254	5242880	65150346	0	57236429	0	0	0	0	123400754	203528878	116478490	208660178	63045031	70881113	58236208	61752971	61266630
2024-10-28	10220056	0	0	0	10220056	10220056	0	4313660	7897316	9954600	8892776	0	6636400	0	0	0	5375484	6304580	7897316	9224596	6769128	7432768	0	6636400	7897316	0	8428228	6171852	5110028	0	0	0	7698224	10220056	4446388	7300040	0	0	11879156	7896488	0	9755508	10220056	0	0	0	6503672	8428228	0	10220056	0	10286420	0	0	0
2024-11-04	15903762527	15925970691	15928489497	4789136436	13956612720	13935231305	13931092404	8138590181	7779536651	79784388	12882908477	12766259947	8423945777	13233736922	13534463081	12991088768	13574276744	0	17170906865	16978351793	8620317009	12885238804	7193722156	12898217183	0	10021863235	10395219939	0	0	10389089705	14919492016	14898053963	0	14686305858	14860932771	19794037714	19741644394	19775078934	0	19584392586	4114568	19723279309	19242804839	0	0	17160159566	16985717017	17146964223	17150028045	17065046889	19928317351	19946639193	19949722928	19968968331	0
2024-11-11	33040220900	43155852205	15930759741	10273614013	59013120	13935231305	13931092404	0	26137369745	13218539944	17651668674	2311253595	16906457103	14827840828	55018601	13058478336	14841663448	17224643902	126778850	17096910335	12628159294	13007547452	13089164724	13025511069	12983003906	10082254470	10465798057	10468648078	60669954	10444462930	14984710316	14962872094	14963637512	14749091084	14920086990	19859117988	7499132	19809389122	19682180455	5640940	19790041350	19731242989	12574111340	19646814182	19579297744	17228530332	66943257	101764439	58239245	104330089	19991362382	20012277426	20012073704	20030721302	61266630
2024-11-18	0	15925970691	15909602501	10273614013	0	0	13931092404	13938729701	13003609887	0	0	12766259947	8423945777	0	13534463081	12991088768	13574276744	17155594911	17170906865	16982466361	8620317009	12885238804	12971863868	12898217183	12853873886	0	10395219939	10425637599	10435267526	10389089705	0	14898053963	14912472844	14686305858	14860932771	0	0	19775078934	19684635923	0	0	0	7127210568	7553223880	3706184876	0	1447710900	1145695260	0	21103752	19928317351	19946639193	0	19968968331	19611966150
2024-11-25	375414387	15926044596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4114568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-02	15903762527	0	0	0	9821872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-09	15903762527	15925970691	0	0	13932801912	13935231305	13931092404	13938729701	12993721651	13013447892	12882908477	12766259947	8423945777	13233736922	0	12991088768	0	17155594911	0	0	8620317009	0	0	0	12849759318	10021863235	10395219939	10409046599	10431086594	0	14919492016	14898053963	0	14686305858	0	19794037714	19741644394	19775078934	19678132251	0	0	0	38485609678	19616485214	19486355432	17160159566	16985717017	0	0	17065046889	19928317351	19946639193	19949722928	19968968331	0
2024-12-16	65954195964	79690230827	34351831638	75711247786	97846462316	57181839256	83430366244	47740601651	59170775357	85613375036	64427151545	43818880105	37758376352	31668567300	31730333682	50826737872	32283441424	85793702823	44453614554	33619275937	35763488904	42299703360	38954374924	38723439657	32647347942	30065589705	20790439878	33512038529	41724346376	31205214463	44660212748	21562558851	56082608336	44777974510	58831362700	47628262508	56112759614	78891317786	68115661693	72335194858	66462221258	33039769085	41451473402	30907002394	38988903680	17179033686	20300066041	31123937966	34300056090	51195140667	39856634702	39893278386	39899445856	59906904993	39223932300
2025-01-06	16149149981	31944744929	31895309903	20623440439	13987700464	14013530770	13994767208	14025770442	13137144422	13150382504	25898041271	25684410561	51066417	26525853326	27123944763	26044324224	27211928472	17224643902	34405203155	34011038739	17278356467	12946393128	26003824924	12898217183	25699518636	10021863235	10395219939	20818093198	10431086594	20778179410	29851195008	29796107926	14908358276	14686305858	14860932771	39588075428	39483288788	39550157868	19709589531	19649542932	19715930499	39503795047	19343854798	39293513242	19579297744	17160159566	17052660274	17232403118	34358295335	51299470756	39919679733	20012277426	39957682064	59968657964	19673232780
2025-01-13	0	0	0	0	0	0	0	19909200	26147416	21037388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-10	37104464	40754258	23290402	42135891	28160220	36454780	27097944	32517819	34018645	55108084	42480133	27386813	44275288	23192814	23976954	31189672	26216272	31922550	19124526	26886753	41075760	30964656	30425836	19484346	37495388	30269878	39864317	32218070	34382260	29480759	40524200	36125874	26576128	31055042	38063726	22862320	27470886	22398540	40516776	21172358	34224943	32371274	34509326	29689604	43652348	36828522	21433784	41047867	29403138	22396778	32584379	30390529	26099388	25223274	20358046
2025-02-17	16780343831	15925970691	0	8888683536	9564152200	5784026161	0	13968653145	13023837039	7170771104	12882908477	12766259947	8423945777	13233736922	0	12991088768	13574276744	17155594911	17170906865	16978351793	8620317009	0	0	0	0	10021863235	0	10409046599	10431086594	0	14919492016	14898053963	14908358276	0	14860932771	0	15202572552	19790355530	11783604144	14825934056	4331347644	0	0	8198828744	0	8724217856	3193271368	6169023328	5661566528	5946858440	0	0	0	0	0
2025-02-24	131415607	0	0	0	4114568	7565496	0	0	0	0	0	0	0	0	0	0	0	0	4114568	0	0	0	257935084	0	266296948	0	0	0	0	0	0	9622780	4048204	5773668	4114568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264173300	250236860	0	240945900	0
2025-03-03	15903808191	31851941382	15909602501	10302548717	13962333892	13935231305	13931092404	14010402821	13022988175	13013447892	12882908477	12766259947	0	13233736922	0	12991088768	0	17155594911	0	0	8620317009	0	12971863868	0	12849759318	0	10395219939	10409046599	10431086594	10389089705	14919492016	14898053963	14908358276	0	14860932771	0	0	0	19678132251	19584392586	19743165491	14526639340	19242804839	0	19486355432	17160159566	16998326177	17130638679	0	17065046889	19960117591	19979116941	19949722928	9208448084	4153235576
2025-03-10	31933900985	0	0	5773668	462712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487235	0	0	0	0	0	0	0	0	0	0	0	0	0	4048204	0	424909	0	0	0	0	0	0	0	0	0	0	4579116	456331	0
2025-03-17	86521400	0	0	103542700	117346412	142579592	0	102016328	81775308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-24	79912	0	0	55082120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-31	42712410470	33066271878	15963476201	14554585429	34674856646	47309619543	29074539920	45912095607	977308980	12345874560	12882908477	12766259947	8423945777	13233736922	11572654772	12991088768	7673133728	6484804052	1165538096	15302500269	0	12914995628	0	8965481544	9277946052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1312298620	5073713204	0	2558631424	0
2025-04-07	57080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-14	39057457268	0	0	23318467922	28370324840	27898335490	41793277212	14398256833	736855364	26741519208	25765816954	12766259947	16847891554	13233736922	27068926162	38973266304	13574276744	34311189822	17170906865	33956703586	25860951027	25770477608	12971863868	25796434366	12849759318	10021863235	10395219939	20818093198	20862173188	10389089705	29838984032	29796107926	14908358276	29372611716	29721865542	19794037714	19741644394	19775078934	39356264502	39168785172	39431860998	39446558618	0	19616485214	19486355432	34320319132	33971434034	51391916037	34300056090	34130093778	39856634702	39893278386	19949722928	0	0
2025-04-21	3967877918	0	0	0	0	0	0	0	0	0	0	0	51066417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-28	253159008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-05	11416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-12	133179487	10485760	10485760	10485760	65384312	10485760	10485760	10485760	153908531	0	0	10485760	51066417	10485760	0	0	0	79534751	10485760	0	53451089	0	10485760	10485760	10485760	70876995	10485760	10485760	10485760	10485760	61170096	0	10485760	10485760	0	65080274	0	10485760	0	10485760	76102019	10485760	10485760	0	0	78856526	10485760	0	10485760	0	73530791	10485760	10485760	10485760	0
2025-05-19	30731645714	16248040942	0	10456103129	3194132116	3172590560	13931092404	14005490893	11683264379	3185757376	12896486353	9748429243	8423945777	11129257146	13545664729	4316483612	11175896	0	4212579852	6646631188	7555227676	12903011480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7784054513	10350301533	0	0	7719611684	5255661508	5284317880	5065429588	81521736	10444538463	9588547046	10442949537	947472916	1709719940	13961214204	14686077046	7560691435	19867750506	12007280462	12070087796	7296136668	19650729842	3066353680	0	0	19616485214	38972710864	0	0	0	0	0	17665223647	15873888289	14785229704	21018410430	13844171650
2025-06-02	50370276	0	0	51329535026	0	0	0	0	12993721651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19794037714	0	19775078934	0	0	0	0	0	0	0	17160159566	16992653757	0	0	17080774165	0	0	19949722928	19968968331	0
2025-06-09	0	0	0	2549735348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-16	31854046218	15925970691	15909602501	10494785361	13932801912	13935231305	13931092404	13938729701	12993721651	13013447892	12882908477	12766259947	8423945777	13233736922	13534463081	12991088768	13574276744	17155594911	17170906865	16978351793	8620317009	12885238804	12971863868	12898217183	38549277954	10021863235	10395219939	10409046599	10431086594	10389089705	14919492016	14898053963	14908358276	14686305858	0	0	19741644394	19775078934	19678132251	19584392586	19715930499	19723279309	19242804839	0	19486355432	0	16985717017	17130638679	17150028045	17065046889	0	0	19949722928	19968968331	19611966150
2025-06-23	19478378781	31928685833	76104901	10381509342	13987700464	14013530770	13994767208	87040741	143422771	26163830396	13015132794	151890667	51066417	13292116404	13589481682	62146688	27211928472	69048991	17234296290	54335153	8673768098	12946393128	13035757176	12961864126	25761893634	10082254470	10456723398	59601479	10486513668	10389089705	14980662112	0	14908358276	14686305858	0	65080274	0	19775078934	47185920	65150346	65616259	19780515738	101049959	19677028028	92942312	68370766	17052660274	17232403118	58239245	17169376978	63045031	65638233	20007959136	20030721302	19673232780
2025-06-30	4096000	0	0	10273614013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-07	103112757545	18390727105	2054832327	2485867365	15875500588	16049316860	1719219708	2373725343	18149918955	16524627252	16431993516	3938824435	1843633892	14698466852	14969459335	14748460416	15348776296	19779456569	19009200190	1575719437	10477951850	14658714200	14672726280	14680331587	1683585384	11773209050	11932806414	1442851055	1456078896	11718047105	16807023696	1401424829	16179780704	15957087792	1284272642	21811526208	1562778096	21133653030	21698427555	21119550704	21684418269	21117925125	2899928694	1513570350	21846613392	19211282546	18689541539	2561989334	1429199160	2802238785	3026161488	1969146990	1768057760	21883310432	21563660480
2025-07-14	252269097418	3681511736	1983970306	2448901670	1846115749	2035786090	1645059144	2357431106	6407827319	3997937880	3976062953	4986177611	1536260758	1841221222	1611268069	1760310912	1701099232	2170470899	1663853690	1461806251	2092525873	1624952348	1524911128	1601659335	1679421628	2138107888	1783600311	1751344210	1796128826	1624496590	2253899612	1815864010	1642648440	1665747900	1462467028	2285715141	1640580804	1415181350	2149331646	1592058490	3351374565	1771697925	2725478415	1639898858	2466069856	2737762896	1606638168	2442346536	1444927800	2356593985	3290479128	1328493300	1164724160	1235059420	1225332600
2025-07-21	187458212424	18143879493	15888323430	1174643475	1351795656	955322220	827772452	1201013733	7881240363	1480686064	1190018853	1256915523	3237668846	467035856	489924529	559320192	517946056	1972100249	507115400	439924104	1741107049	658729160	692340628	599036887	686664540	8232351818	799544967	774819227	8390885402	719851925	1348595516	789146319	718630068	715532634	587075492	28038609090	651157540	566072540	807710990	586353114	50511404796	536629797	909449631	665970954	1006636792	1431803750	690404090	1119408829	640631695	1126659459	1271386380	606870549	524125872	555776739	551399670
2025-07-28	55373294423	0	0	0	0	10590617600	9369786804	0	0	0	8636175677	0	4124784177	10612296922	0	0	0	0	0	0	5872025600	0	8388608000	0	0	5984845635	0	0	0	0	10358186416	0	0	0	0	0	1619398040	0	0	0	0	0	0	19191650354	0	0	0	0	10858572045	0	15716968447	15047065600	0	15676211200	0
2025-08-04	122716559	0	0	16562658541	0	0	0	0	0	0	0	10688059075	0	0	0	0	0	12452436408	11770740465	0	0	9279897600	0	0	0	0	0	7787606599	0	0	0	0	0	0	0	0	0	0	13683916800	0	0	0	0	0	0	14462861050	12215910400	0	0	0	0	0	0	0	0
