week_start	sub-01/sub-01_ses-3_behavior+ecephys.nwb	sub-01/sub-01_ses-4_behavior+ecephys.nwb	sub-01/sub-01_ses-5_behavior+ecephys.nwb	sub-01/sub-01_ses-7_behavior+ecephys.nwb	sub-02/sub-02_ses-3_behavior+ecephys.nwb	sub-02/sub-02_ses-4_behavior+ecephys.nwb	sub-02/sub-02_ses-5_behavior+ecephys.nwb	sub-02/sub-02_ses-6_behavior+ecephys.nwb	sub-03/sub-03_ses-3_behavior+ecephys.nwb	sub-03/sub-03_ses-4_behavior+ecephys.nwb	sub-03/sub-03_ses-5_behavior+ecephys.nwb	sub-03/sub-03_ses-6_behavior+ecephys.nwb	sub-04/sub-04_ses-3_behavior+ecephys.nwb	sub-04/sub-04_ses-4_behavior+ecephys.nwb	sub-04/sub-04_ses-5_behavior+ecephys.nwb	sub-04/sub-04_ses-6_behavior+ecephys.nwb	sub-04/sub-04_ses-7_behavior+ecephys.nwb	sub-05/sub-05_ses-3_behavior+ecephys.nwb	sub-05/sub-05_ses-4_behavior+ecephys.nwb	sub-05/sub-05_ses-7_behavior+ecephys.nwb	sub-06/sub-06_ses-3_behavior+ecephys.nwb	sub-06/sub-06_ses-4_behavior+ecephys.nwb	sub-06/sub-06_ses-5_behavior+ecephys.nwb	sub-06/sub-06_ses-6_behavior+ecephys.nwb	sub-06/sub-06_ses-7_behavior+ecephys.nwb	sub-07/sub-07_ses-3_behavior+ecephys.nwb	sub-07/sub-07_ses-4_behavior+ecephys.nwb	sub-07/sub-07_ses-5_behavior+ecephys.nwb	sub-07/sub-07_ses-6_behavior+ecephys.nwb	sub-07/sub-07_ses-7_behavior+ecephys.nwb	sub-08/sub-08_ses-3_behavior+ecephys.nwb	sub-08/sub-08_ses-4_behavior+ecephys.nwb	sub-08/sub-08_ses-5_behavior+ecephys.nwb	sub-08/sub-08_ses-6_behavior+ecephys.nwb	sub-08/sub-08_ses-7_behavior+ecephys.nwb	sub-09/sub-09_ses-3_behavior+ecephys.nwb	sub-09/sub-09_ses-4_behavior+ecephys.nwb	sub-09/sub-09_ses-5_behavior+ecephys.nwb	sub-09/sub-09_ses-6_behavior+ecephys.nwb	sub-09/sub-09_ses-7_behavior+ecephys.nwb	sub-10/sub-10_ses-3_behavior+ecephys.nwb	sub-10/sub-10_ses-4_behavior+ecephys.nwb	sub-10/sub-10_ses-5_behavior+ecephys.nwb	sub-10/sub-10_ses-6_behavior+ecephys.nwb	sub-10/sub-10_ses-7_behavior+ecephys.nwb	sub-11/sub-11_ses-3_behavior+ecephys.nwb	sub-11/sub-11_ses-4_behavior+ecephys.nwb	sub-11/sub-11_ses-5_behavior+ecephys.nwb	sub-11/sub-11_ses-6_behavior+ecephys.nwb	sub-11/sub-11_ses-7_behavior+ecephys.nwb	sub-12/sub-12_ses-3_behavior+ecephys.nwb	sub-12/sub-12_ses-4_behavior+ecephys.nwb	sub-12/sub-12_ses-5_behavior+ecephys.nwb	sub-12/sub-12_ses-6_behavior+ecephys.nwb	sub-12/sub-12_ses-7_behavior+ecephys.nwb
2022-11-07	0	15925970691	15909602501	10273614013	15261757013	15180221969	13931092404	15306091650	14656728296	14451303269	12882908477	0	8423945777	13233736922	13534463081	12991088768	13574276744	17155594911	17170906865	16978351793	8620317009	0	12971863868	12898217183	12849759318	10021863235	0	10409046599	10431086594	10389089705	14919492016	14898053963	14908358276	14686305858	14860932771	0	0	0	19678132251	19584392586	19715930499	19723279309	19242804839	19616485214	0	0	0	0	17150028045	0	19928317351	0	19949722928	19968968331	0
2022-11-14	15913265102	15936456451	15917549962	17586584	13948164833	0	13931092404	13943972581	12998964531	0	12882908477	0	10578614590	0	0	0	13584762504	5242880	17181392625	0	8620317009	12885238804	12971863868	12903460063	12855002198	10021863235	10410582860	10414289479	20862173188	10398513393	0	14898053963	14908358276	14686305858	0	19794037714	19741644394	9421334	19688153215	5242880	11646537	19723279309	0	19616485214	19498566408	213326	5242880	6370944	5810445	17069762258	5242880	19946639193	19954965808	19968968331	19611966150
2022-11-28	31830320619	15925970691	15909602501	20547228026	13932801912	13935231305	13931092404	13938729701	12993721651	13013447892	0	12766259947	0	13233736922	0	12991088768	27148553488	17155594911	0	16978351793	8620317009	12885238804	8622054768	12898217183	0	10021863235	0	10409046599	10431086594	10389089705	0	14898053963	14908358276	14686305858	14860932771	0	19741644394	19775078934	19678132251	0	0	19723279309	19242804839	0	12926644844	17160159566	0	0	0	0	19928317351	0	19949722928	19968968331	19611966150
2022-12-05	18302659759	129593952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-12-12	57671680	1810424759	71242649	41943040	15728640	208484075	202674012	200088630	127021866	164882927	210974062	0	310187924	356972296	407346486	322632883	111390939	125361898	101271766	125959670	168331499	338787499	307498582	237317067	259676340	259614572	113147806	110028698	168063657	199154101	214685718	280222745	265323117	247638711	375719355	157286400	171355072	186683722	117266110	61917046	26214400	370184135	343506442	419991351	437242047	98017241	125957988	186183469	179445869	195572018	127254609	300965134	256399503	311777971	310051569
2022-12-19	330409984	16698475722	10909992133	76212413	0	0	0	0	12993721651	0	0	12790090592	0	0	13573616849	3075754112	2669086344	6134347669	17170906865	30618037602	8620317009	8073939612	0	12898217183	12849759318	5363285125	10395219939	10409046599	0	10389089705	5851406768	14928574496	14938380556	14716255859	0	676430473	19741644394	19775078934	0	19584392586	0	19723279309	19242804839	0	19486355432	34320319132	0	0	17150028045	17065046889	17895750820	187475361	5648889020	20019330708	24715224264
2022-12-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19775078934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-01-02	41943040	38956288	47185920	47185920	108371211	110100480	89128960	73400320	68157440	206024748	109535545	115343360	0	113218154	193385231	118556996	157018022	118958985	104857600	127520685	106479631	347016565	308391120	501342477	290970955	322325258	330922524	218636403	153666419	265323682	153629846	146667292	215819378	308000462	305180833	233534583	62914560	146800640	131072000	258482772	87632503	264565569	235929600	183500800	143807974	233963937	110100480	92479625	103994000	81992555	0	230686720	45957345	20971520	159768985
2023-01-09	96474465	36466549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-01-16	0	0	0	148983249	101153596	128395549	0	105732712	126271901	115886404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-01-23	38639241507	32385877611	16835971665	21609460150	25170627110	16764454763	26530485141	17282113664	20474135598	9383355780	25765816954	2823815044	8423945777	39701210766	13534463081	25982177536	13574276744	51501113766	46907554315	50970427391	8620317009	12885238804	24409979372	8166406594	27168871161	30081058486	14708105515	31227139797	2328653437	20778179410	14919492016	14898053963	29816716552	14686305858	44582798313	19794037714	39483288788	59325236802	39356264502	58753177758	59147791497	39446558618	38485609678	58849455642	58459066296	68640638264	33971434034	34261277358	17150028045	51195140667	39976469295	133240121	48068547513	39937936662	49371690528
2023-02-06	362382532	171284044	1023715416	465646776	448642677	442917520	61118485	81392163	410881561	856477919	647320554	544889182	161526224	89255828	566324699	106875939	549800187	119218705	1073766560	1499192737	84280528	74756756	86834011	98977740	41044727	75752161	566556504	132954232	164678045	152598914	135877007	174033548	86469478	561147121	505005177	936051773	184190867	110295092	114143266	98945027	41409260	119020551	106511406	105583248	150109795	66992168	162023485	89755144	111556008	46684784	584342994	117360513	178719794	89489509	1000358171
2023-02-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8434597890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-03-06	0	0	0	19941913	42446216	24421952	0	0	18781012	39285667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-03-20	208687294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-04-03	0	0	0	0	0	120513327	88361321	159601668	141120756	0	0	0	117096933	92374936	0	0	0	0	0	0	0	0	0	92376812	0	0	0	0	0	0	0	0	0	0	0	0	122934206	53751198	0	0	0	0	0	88394972	0	0	0	0	0	0	0	155153459	105582310	174299004	167099034
2023-04-10	0	16085206005	0	0	0	89954057	0	0	201177307	0	0	12766259947	0	0	0	127282455	0	0	0	0	0	0	0	0	0	0	0	0	10431086594	0	0	0	0	0	0	0	1858210053	0	0	0	0	87332210	213551903	0	0	0	0	0	0	0	0	0	0	0	0
2023-04-17	104853244	0	0	0	0	0	100240477	0	0	0	0	0	0	0	0	0	0	101567757	0	0	0	0	111188661	0	0	0	0	0	0	183522607	0	0	0	159835349	0	0	0	0	0	169588981	133388826	0	0	0	133984336	0	0	0	0	242716536	81227660	0	70309430	0	0
2023-04-24	15947097336	191320901	0	0	94600530	0	0	0	0	0	115467842	0	0	53621174	147424343	0	0	0	0	0	169024418	127912444	0	0	81193071	99805938	0	118853234	0	0	0	0	0	0	0	0	0	0	95562339	0	0	84344892	0	0	0	0	0	0	0	0	0	0	0	0	153162484
2023-05-01	0	0	143641595	0	0	109032300	0	91811366	0	221981069	0	125324248	0	0	0	93568605	0	0	121875141	0	0	0	0	0	0	0	132589699	0	0	0	173569993	122603269	150144384	0	0	136839754	149909765	127647043	0	0	0	0	213518252	141648799	0	83449502	92774996	0	0	0	0	71007659	0	140751478	0
2023-05-08	55875729	0	0	0	0	0	210734716	0	96158677	0	0	0	269761273	0	0	149843401	129473350	0	94499522	40347491	0	0	0	81524891	0	22961006	0	0	85672227	0	0	153162594	0	0	152928913	0	0	0	0	0	0	0	0	0	0	0	0	240198401	90053134	0	0	0	0	52524816	0
2023-05-15	3274880297	0	0	0	0	0	0	245304787	0	157974398	0	0	0	3585670845	3663896148	0	1382792048	0	0	64139399	0	152631627	66129381	0	76116694	0	105216839	178080869	294348776	337352538	0	121707824	0	0	0	12484659234	13125602950	19792151890	19678148580	12990217204	0	72402186	0	0	0	73693939	138066081	152132545	0	212554567	0	0	0	0	0
2023-05-22	15903762527	15925970691	0	155335507	13932801912	13935231305	13931092404	13938729701	0	13156592226	12999837210	101565053	8423945777	147888008	0	12991088768	13732716573	17165250404	17170906865	16978351793	8620317009	12885238804	12971863868	12996897637	12944889767	10021863235	10395219939	10409046599	10431086594	10389089705	14919492016	0	14908358276	14686305858	127880669	19794037714	19741644394	202072752	217866556	0	19841022887	19723279309	19291780533	0	19486355432	0	0	17130638679	17150028045	17065046889	19928317351	20158463756	19992659498	19968968331	0
2023-05-29	419127667	0	172442743	2108712	0	0	120946045	0	0	0	0	0	61617567	0	196068217	0	0	0	0	0	0	0	0	123531537	0	0	0	97551383	0	0	0	0	0	122837005	0	0	0	137533293	213950032	90151328	0	28502869	0	0	0	0	0	0	146792588	93504062	0	130534236	125257884	0	73594917
2023-06-05	59392966	0	0	2617528	0	0	168061671	0	218062779	0	0	76979426	0	0	0	0	0	107837858	0	0	86403169	58133043	0	0	206818302	39850175	162886217	0	0	0	0	0	105214080	0	0	0	167499039	0	0	0	0	0	179210823	0	0	0	0	0	0	0	0	0	0	159965318	0
2023-06-12	131700195	119307472	258576	1579864624	3877767585	5702044357	263880	9504080973	2418676534	12082720783	202040	282984	612112	98404889	267264	112371717	228840	720228	162370413	219248	693400	258432	152768	258792	258232	519984	0	138888	52700537	105944	513260	226248	305608	268088	150080	93512263	308896	42928	220712	151016	700900	260728	153272	259680	259120	143207242	127497286	77619226	246264	226416	1016572	86904	0	44696	87944
2023-06-19	15903762527	0	15909602501	21039401377	13932801912	13935231305	0	0	12993721651	13013447892	12882908477	12766259947	0	13233736922	0	12991088768	13574276744	17155594911	17170906865	16978351793	0	12885238804	12971863868	12898217183	12849759318	0	10395219939	10409046599	147125057	10389089705	29838984032	0	0	0	14860932771	19794037714	19741644394	0	19678132251	19584392586	19715930499	0	0	19616485214	38972710864	17160159566	16985717017	17130638679	0	17065046889	0	5513843257	19949722928	19968968331	19611966150
2023-06-26	3696437100	554097384	381049105	831070123	219594208	391497325	318374020	435203705	977744997	799181907	661121585	759453335	250089205	238760808	220074404	421561400	253499936	399827461	253557700	217340612	213804356	244617296	218873072	251161318	189517950	400701122	242540754	59601479	131908480	55373225	244680384	268084497	144408196	176011974	201819113	260321096	260463016	226429016	341958764	260601384	262465036	359379937	605115299	302714070	464711560	397680945	447201389	508822195	212553025	229104187	252180124	131276466	116472416	123505942	122533260
2023-07-03	1083912027	0	89325006	126331023	178749300	0	0	94371840	701385215	273869224	264448634	303781334	96889954	179137194	55018601	62146688	63374984	69048991	197607387	54335153	53451089	61154324	69136188	127293886	124749996	60391235	123006918	119202958	121339908	233644192	170901563	60703563	18579076	0	131464380	65080274	220554712	31190142	132461164	229861214	65616259	57236429	101049959	135896791	92942312	68370766	66943257	101764439	89696525	366769235	133919986	131276466	116472416	348343477	122533260
2023-07-10	69453643839	3976320418	3700286416	14010494426	3202921160	3826188025	2944769624	4323623432	11795263571	6052576792	5253424837	5886883000	2461673776	2390727554	2454865525	2858747648	3022895052	3521498541	2979302975	2618573104	2801450437	2900467628	2810956412	2887470083	2536403398	2869845325	2521641819	2466561958	2393096274	2198554390	2840038816	2372681837	2205926560	2429713422	2513481738	3254013700	2995324684	2803820690	4035347728	2736314532	3267625491	2435387298	4496254594	2361169746	3663672628	3281796768	2543843766	4333208583	2172283400	3978340593	23437737096	2297338155	1980031072	2319300677	21819818354
2023-07-17	56729734957	2931479130	2359251931	2327747370	6328757424	5711131825	2176141861	2485150747	37315729293	3724068656	3222953672	3482846728	7857010600	1145202516	1192090781	1645976269	3172150384	2475277916	1141009650	1596946747	1750201875	1196872080	1061929332	1018351088	1146418942	1668389010	1244002017	1013225143	1031389218	941344825	11095801888	1087421254	1317616677	1284512618	1302612133	1700669014	1523876742	1409938470	2121513635	1592058490	1706022734	1595922200	2485741174	1285693377	1811660320	1824720651	1138035369	1789816862	927152605	1622623015	5371970895	1076426128	968479488	1049800507	1041532710
2023-07-24	54265110858	8712930388	11646764428	6810253463	36714760624	548096255	593079786	609285187	4816255071	1489758494	1372741624	1277384101	568335850	6081452534	12708488008	5846446848	380249904	9990467479	453736870	434681224	609955788	637618923	453474784	551903660	567388710	640047079	321834834	298007395	303349770	276866125	6238236863	8626725049	313096340	352023948	380034677	585722466	455810278	396250778	783941806	380416316	9500740632	223267585	303149877	288637109	278826936	478595362	318026153	468740749	309140038	349162916	3885756906	298681548	174708624	185258913	287009560
2023-07-31	129064671	10485512	0	10967479233	14445634196	8558249244	5602354980	8220581276	8313719688	7652054736	8527305	8991853	6370944	0	16358257	0	0	11547336	109265981	11879156	10319133	22795565	0	0	10087328	0	0	0	18648284	0	0	19975564	6370944	3384564	11680064	0	10087328	8560956	0	0	20141005	0	11447321	0	15993724	0	0	0	6403657	0	12210976	0	0	0	0
2023-08-07	16110362301	113946160	0	20684735516	0	14085478573	13931092404	13938729701	13134612423	13802884	0	12766259947	0	13233736922	13571759649	0	13574276744	17261311935	130537160	16978351793	8620317009	12885238804	12978234812	12898217183	12999343774	0	10405705451	10409046599	10431086594	0	14919492016	14898053963	14916255592	14686305858	14860932771	19794037714	19741644394	19775078934	71739484	19584392586	19715930499	19723279309	19302333347	19616485214	0	133854532	16985717017	0	17272137805	17225248757	19934688295	0	19959743892	19968968331	19611966150
2023-08-14	0	115737160	133590732	22927684	0	0	0	0	0	138966216	0	68620376	0	0	0	117862464	0	110562424	0	123967952	0	138634396	108571504	0	0	155092668	144008224	0	0	68885004	0	108238856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205728400	112221524	0	0	0	0	150579916	0
2023-08-21	522774837	0	0	2893744	54898552	184358364	173342768	193915608	598036381	98019628	0	0	51066417	71936920	0	0	0	69048991	0	0	202902817	0	0	0	59329416	207520223	101203444	221256748	0	0	3453313456	0	0	0	0	65080274	0	0	0	0	0	0	0	166174628	0	249493968	0	0	0	145469888	63045031	0	0	0	0
2023-08-28	0	0	0	3422448	49374816	0	0	0	0	0	0	116201708	0	0	88728668	0	193782052	0	18117372	87600480	0	0	124897048	0	0	0	0	0	0	0	182965548	0	0	156419948	64638536	0	0	0	76650420	145801708	0	90586860	0	0	124233408	0	54219388	0	0	0	0	0	0	0	155888208
2023-09-04	14069168	0	110894244	112147420	0	0	0	0	0	0	0	0	114013352	0	0	154495392	0	0	0	0	0	191725596	0	95895152	0	0	0	0	98616904	0	0	0	202674828	0	0	158012684	187212016	78309520	0	0	59329416	0	159605420	0	0	0	0	0	0	0	0	0	134320736	193716516	0
2023-09-11	918583581	301773745	348499907	371707531	54898552	234898395	191024412	166750383	425025433	136934612	311473481	382577387	61552177	175138446	165055803	186440064	190124952	207146973	190168275	152519699	160353267	194777308	117300856	330434090	256681628	181173705	123006918	119202958	121339908	394914614	183510288	121407126	110558472	117341316	110079302	195240822	130231508	194842228	191950902	195451038	196848777	241856035	303149877	181628442	278826936	205112298	200829771	203528878	116478490	208660178	252180124	261282714	116472416	123505942	122533260
2023-09-18	66385871986	15925970691	16066619725	2717472	27938802488	13935231305	4446388	0	0	0	12882908477	12766259947	0	13233736922	13534463081	13016838000	13574276744	17220099891	17170906865	16978351793	0	0	12971863868	13050919919	12849759318	10021863235	10395219939	10409046599	0	0	0	15004900003	14908358276	0	14860932771	19794037714	109897956	52029376	19678132251	19584392586	19715930499	19723279309	0	231012256	19486355432	17160159566	16985717017	17130638679	17311224545	17065046889	79769528	20090050969	80565068	0	19771371650
2023-09-25	19854952214	0	0	10276014293	0	13935231305	0	27877459402	0	13013447892	0	12766259947	8444120433	13233736922	13534463081	12991088768	7702904420	17275315567	17170906865	0	8620317009	0	12971863868	13000749563	12897939582	10021863235	4724582359	0	0	10389089705	17525203376	15094623303	14908358276	0	14860932771	0	0	20079688866	0	19584392586	19715930499	19723279309	19311889763	19616485214	0	17160159566	0	17130638679	17150028045	15220955380	19928317351	19946639193	0	0	0
2023-10-02	997543540	203100679	76104901	77050757	109797104	78299465	63674804	87040741	454016210	273869224	264448634	303781334	181835998	58379482	213627733	162754512	235721464	138097982	63389425	143528369	106902178	149816628	58650428	63646943	62374998	120782470	61503459	59601479	217355358	55373225	256196380	60703563	55279236	195380498	55039651	171438128	167780034	56607254	85489691	65150346	131232518	57236429	128699598	0	92942312	136741532	0	36700160	148693377	104330089	126090062	55152473	0	106712484	0
2023-10-09	23237781315	99374575	76104901	1133789625	1632514848	78299465	200650100	662452333	2283692102	2341752716	264448634	220048107	16641850199	116758964	110037202	171345452	126749968	348501465	126778850	108670306	273238059	233468968	203492096	127293886	124749996	4328291785	275577754	119202958	121339908	274134618	122340192	250949654	110558472	117341316	110079302	289235056	130231508	113214508	170979382	224603936	131232518	114472858	318502374	288853820	185884624	136741532	133886514	305293317	116478490	208660178	126090062	131276466	116472416	123505942	183799890
2023-10-16	16158696068	16002715142	16065940650	10436998042	14042599016	14092238474	13994767208	14015284682	276359782	13013447892	0	0	264260086	69350380	13534463081	0	0	138097982	163188248	16978351793	8711490547	0	12971863868	12929806447	12995892846	79633150835	0	10409046599	0	10389089705	61170096	0	15073736536	0	179845612	65080274	19741644394	39550157868	19678132251	19584392586	19781546758	0	19242804839	19616485214	15851945304	17228530332	0	17148716431	17935821413	8734755700	19991362382	20023090521	20029757912	0	0
2023-10-23	18145659355	16533691404	16646310282	10940750503	13932801912	13935231305	13931092404	13938729701	12993721651	0	12847457732	21304746587	0	22516439476	13534463081	12991088768	13574276744	0	17170906865	16978351793	0	12885238804	12971863868	12898217183	12849759318	10021863235	10395219939	10409046599	0	10389089705	14919492016	14898053963	14908358276	14686305858	9726987672	0	19741644394	19775078934	17267617252	19584392586	0	0	19242804839	19616485214	0	11372788188	16985717017	0	28432705805	17065046889	13972405671	19946639193	0	19968968331	19611966150
2023-10-30	62834992244	306977804	228314703	229093311	164695656	10975552836	170052892	174081482	1673887332	273869224	269691514	246109654	147956371	122619834	55018601	62146688	63374984	138097982	63389425	54335153	85930658	87368724	256996248	127293886	124749996	6991871055	123006918	119202958	121339908	285681954	61170096	121407126	110558472	117341316	110079302	65080274	130231508	113214508	170979382	130300692	65616259	207581550	249217530	227730092	185884624	180525098	133886514	334199594	116478490	208660178	178649333	131276466	116472416	123505942	122533260
2023-11-06	3383765087	61386700	0	0	9357324	0	157747228	117131632	0	0	127750700	0	228490424	0	0	81163172	125958044	0	0	0	0	0	0	0	160600880	0	0	0	0	0	0	0	0	0	0	0	166839096	0	0	0	0	0	0	13786402654	0	0	0	0	0	0	0	0	0	77247696	120517024
2023-11-13	16421381185	4047038316	15909602501	12326407509	20327987492	13935231305	0	13985915621	13131901542	26163830396	13015132794	18477307523	2261876057	13292116404	55018601	62146688	13637651728	1346741536	86467317	17039057890	0	12998090684	13050489860	63646943	12912134316	4232636640	94729335	59601479	60669954	55373225	15023350848	14958757526	55279236	14744976516	14915972422	19794037714	19806760148	17971871794	19763621942	10010719250	19715930499	19759544218	10014882640	0	0	0	0	0	0	0	18515556	19946639193	409555040	0	0
2023-11-20	16490539702	0	0	7135982694	95711748	0	0	0	0	0	56726845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5155313315	0	0	0	2431154203	0	0	0	0	0	0	5801984334	0	0	0	0	0	0	0	0	0
2023-11-27	0	0	0	10828373200	0	14388128	0	2699021004	0	23073972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-04	12971964701	0	15909602501	167134511	109797104	78299465	26974644	87040741	381217382	136934612	10485760	193833707	51066417	116758964	110037202	124293376	126749968	69048991	63389425	54335153	106902178	75122728	58650428	63646943	62374998	120782470	123006918	119202958	121339908	110746450	122340192	121407126	110558472	117341316	110079302	19924198262	130231508	113214508	170979382	109329172	131232518	57236429	101049959	60542814	92942312	136741532	66943257	133221719	116478490	260561467	126090062	86609753	116472416	123505942	122533260
2023-12-11	101861244	0	0	36280184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-18	15949539819	11838581079	66763176	0	0	13935231305	5296161036	13938729701	12993721651	0	12922406941	0	12985824566	13233736922	0	12991088768	13574276744	0	0	16978351793	17240634018	12885238804	12971863868	12898217183	12849759318	10021863235	10395219939	9058480711	10431086594	10389089705	10796150380	24639091058	0	14709996814	5438738000	19794037714	19741644394	19775078934	19678132251	19584392586	19715930499	19723279309	19242804839	19616485214	19486355432	17160159566	0	17130638679	17150028045	17065046889	19928317351	19946639193	19949722928	0	19611966150
2023-12-25	0	15925970691	15909602501	10273614013	13932801912	0	0	0	12993721651	0	0	0	8423945777	13233736922	13534463081	12991088768	0	17155594911	17170906865	0	0	0	12971863868	399585580	12849759318	0	10395219939	10409046599	0	10389089705	0	14898053963	14908358276	14686305858	0	0	19741644394	19775078934	0	19584392586	0	0	19242804839	19616485214	19486355432	17160159566	16985717017	0	17150028045	17065046889	19928317351	0	19949722928	19968968331	19611966150
2024-01-01	0	0	0	0	0	0	0	0	0	0	0	0	8423945777	0	0	0	0	0	0	0	0	0	0	0	0	10021863235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-08	255620819	107376952	128746160	121047936	201296708	112486152	169161836	152437280	294067395	136577112	133855360	45791160	221820989	134320736	151243556	174670048	177589236	249957255	123900760	128811696	137534277	147193696	121114300	122507944	149119080	253642375	89257924	161264520	69350380	82955000	6083227312	90519668	83618640	60258512	204732940	187521854	87069568	217474828	79238616	170024568	214271619	159471036	86074108	130936172	80433168	97969110	120782480	134586192	133789824	167897608	163718391	75190412	161198156	177921056	153566296
2024-01-15	48889720633	15971222777	15909602501	64306716	0	102994486	0	77129828	13053515615	13056822880	7094080072	12766259947	0	277824	13534463081	12991088768	13574276744	17155594911	17171215929	0	8620317009	12885556116	12971863868	0	0	10021863235	405816	10409046599	10431086594	10389089705	0	14898445203	14908358276	14686305858	0	19794037714	19766028362	161378078	19750576334	64474551	19715930499	406120	0	0	17148041	17160159566	16986127497	17130638679	0	17065046889	0	19947216529	19949722928	19968968331	19611966150
2024-01-22	86728998	9655950	8492231	22095002	4611824	10400865	6819628	17113230	11547550	19199853	632483872	6370944	21086170	19118796	11441654	8869240	14623632	18421957	14552906	9990341	22427294	11171060	8660412	11552782	9502984	9770898	10978058	8710343	9704088	17736119	19187108	4875926	6892428	4906116	17356026	9755508	2787288	2355734	15182850	13502784	15597359	11595105	14004638	11147296	15128972	15220240	12859249	2395479	12555006	7647981	5987407	7925249	11988476	4803862	11036880
2024-01-29	26479236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-02-12	19513248813	76744451	76104901	76212413	109797104	78299465	63674804	87040741	250145382	136934612	48338237	0	0	0	0	0	0	0	0	0	15728640	0	0	10485760	62374998	120782470	61503459	59601479	60669954	55373225	122340192	60703563	55279236	58670658	55039651	130160548	65115754	56607254	85489691	65150346	131232518	57236429	101049959	60542814	92942312	94798492	0	5242880	58239245	104330089	126090062	7966553	0	0	0
2024-02-19	0	0	0	0	0	42380188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-02-26	16149149981	16002715142	15985707402	10349826426	54898552	14013530770	13994767208	87040741	13131901542	136934612	13015132794	12918150614	51066417	11193562	0	12991088768	13574276744	17224643902	0	16978351793	8673768098	12885238804	10485760	63646943	12912134316	60391235	10456723398	59601479	60669954	10444462930	14980662112	14958757526	14926937352	14686305858	14860932771	19859117988	0	19775078934	19678132251	19584392586	19781546758	19744250829	19343854798	60542814	19579297744	17228530332	17052660274	17221917358	12476432	17065046889	19991362382	19946639193	0	0	19611966150
2024-03-04	0	0	0	89510266	100873280	0	0	0	146929896	0	0	0	0	0	0	0	97222432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102266924	0	0	127948964	0	46056616	0
2024-03-11	166615561	14318027	14366041	25904769	2190012	9821872	8222444	10048017	16580707	19843056	26181861	9508415	252088	9001658	7565496	143949028	6316356	164132668	110129381	6632233	6804669	11523908	5915860	13385103	122036874	10282609	15012451	143625447	2521604	7432956	120454004	2770819	147394660	142018588	8777559	15869948	8981738	16690608	14528142	6819914	4647299	116494257	17738295	150650250	158350268	0	3701017	18298859	10425253	12253561	93293359	8218717	6793940	8717880	4711844
2024-03-18	0	0	0	174122239	0	0	0	132992628	0	0	141089864	0	0	0	0	0	0	0	0	0	0	129343436	0	0	0	192057416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
