region	bytes_sent
US/California	6396281938061
JP/Tokyo	4234502682800
CA/Quebec	1876586087314
NL/North Holland	1283120150894
CN/Shanghai	1006858523219
KW/Al Asimah	972233498136
US/Washington	963825695222
AWS/us-east-1	959377962169
US/New York	943709500035
BE/Flanders	900639133271
AWS/us-east-2	898706946580
US/Massachusetts	886786610116
US/Minnesota	870674606284
HK/Hong Kong	857250521834
US/Pennsylvania	846306945022
FI/Uusimaa	845931947773
US/Texas	845912078529
CH/Geneva	845869698341
US/New Mexico	782127682656
CN/Guangdong	676944940457
GCP/us-east1	431999195567
GCP/asia-east1	251741060839
GCP/us-central1	217600961298
GCP/us-west4	215343767146
GCP/us-west1	199139556675
GCP/us-east4	197220365611
GB/England	126580628102
GCP/europe-west4	122283686850
US/Virginia	108566136100
KW/Mubārak al Kabīr	98146741945
CN/Beijing	77098521034
SA/Eastern Province	74304997604
IN/Kerala	69451341185
VPN	61393886555
US/Maryland	44679555438
IN/Delhi	42483428900
IR/Tehran	39937923943
GitHub	38259942063
JP/Kanagawa	35721346251
CN/Sichuan	28392286626
LT/Vilnius	27317066869
GCP/us-west3	26235858538
RU/Moscow	22788123182
AWS/eu-central-1	22378048474
IT/Emilia-Romagna	18445809012
US/Georgia	16329533394
US/Kentucky	16261391199
CH/Zurich	16150222986
DE/Baden-Wurttemberg	15947097336
DE/Bavaria	15933797931
TR/Ankara	15903762527
RU/Rostov	15037707127
AWS/us-west-2	13938729701
UY/Montevideo Department	13932801912
KW/Al Aḩmadī	12971863868
US/Connecticut	10021863235
DE/Berlin	9549928964
GCP/asia-southeast1	9460459237
CA/Alberta	8641487125
CN/Zhejiang	7298811966
NL/South Holland	5690801456
LV/Riga	5175467814
VN/Hanoi	4944850731
AU/New South Wales	4718229585
US/Florida	2983307140
US/Arizona	2769536216
CH/Vaud	2319885003
US/Michigan	2000725179
unknown	1879670595
US/New Jersey	964783941
AWS/eu-west-3	750494618
CA/British Columbia	726423411
DE/North Rhine-Westphalia	469762048
GR/East Macedonia and Thrace	293709824
AWS/ap-southeast-1	183494804
US/Rhode Island	165722679
US/District of Columbia	134682128
RU/Kaluga Oblast	106728172
IN/Rajasthan	96479327
AWS/eu-west-1	91372683
NG/Lagos	64949656
US/Illinois	50768460
EG/Alexandria	48560335
CR/Guanacaste Province	37761116
SG/Singapore	20506476
NG/Ogun State	19540588
IN/Gujarat	16922820
DE/Schleswig-Holstein	16591000
IR/Fars	15993724
US/Missouri	14069168
US/Indiana	10020964
