date	bytes_sent	number_of_requests	number_of_downloads
2025-06-10	113941640660	13680	100
2025-06-11	35950114134	5200	100
2025-06-17	15715304	<50	<50
2025-07-26	9798074933	180	<50
2025-07-28	13469382209	260	<50
2025-07-29	814707480	<50	<50
2025-07-30	14126840600	280	<50
2025-07-31	2566361236	60	<50
2025-08-01	6675259766	140	<50
2025-08-02	2102008736	<50	<50
2025-08-03	8592388482	160	<50
2025-08-04	517572896	<50	<50
2025-08-05	10349078404	200	<50
2025-08-06	10500997424	200	<50
2025-08-09	1737814984	<50	<50
2025-08-12	2523701912	<50	<50
2025-08-13	14415734746	280	<50
2025-08-14	14711267286	280	<50
2025-08-15	9839185527	180	<50
2025-08-16	7328936584	140	<50
2025-08-17	4271545510	880	120
2025-08-18	6569232294	120	<50
2025-08-20	1139972632	<50	<50
2025-08-22	4056220280	80	<50
2025-08-23	3461900144	60	<50
2025-08-27	6518668088	120	<50
2025-08-28	464881952	<50	<50
2025-08-29	12164512410	240	<50
2025-08-31	6426532768	120	<50
2025-09-01	1677383648	<50	<50
2025-09-04	1872860416	<50	<50
2025-09-06	7754612565	140	<50
2025-09-07	5577843384	100	<50
2025-09-08	10556124224	200	<50
2025-09-09	1067342360	<50	<50
2025-09-10	2624185104	60	<50
2025-09-12	814707480	<50	<50
2025-09-25	95489564	120	<50
2025-10-07	1223079812	1640	240
2025-10-08	17725132	<50	<50
2025-10-12	1192029020	1640	240
2025-10-16	1222883288	1640	240
2025-10-26	1206506288	1640	240
2025-10-29	1171918064	1640	240
2025-11-04	1466584411	2040	300
2025-11-05	598045258	820	120
2025-11-06	601058626	820	120
2025-11-07	895528449	1220	180
2025-11-08	600010498	820	120
2025-11-09	905682189	1220	180
2025-11-10	603220390	820	120
2025-11-11	606626806	820	120
2025-11-12	598307290	820	120
2025-11-13	595949002	820	120
2025-11-14	303706451	400	60
2025-11-15	293094155	400	60
2025-11-16	298596827	400	60
2025-11-17	298531319	400	60
2025-11-18	299972495	400	60
2025-11-19	297090143	400	60
2025-11-20	296959127	400	60
2025-11-21	299972495	400	60
2025-11-22	298138271	400	60
2025-11-23	306981851	400	60
2025-11-24	294076775	400	60
2025-11-25	298334795	400	60
2025-11-26	297548699	400	60
2025-11-27	298727843	400	60
2025-11-28	295321427	400	60
2025-11-29	299317415	400	60
2025-11-30	297024635	400	60
2025-12-01	299120891	400	60
2025-12-02	300889607	400	60
2025-12-03	300889607	400	60
2025-12-04	300431051	400	60
2025-12-05	300889607	400	60
2025-12-06	299251907	400	60
2025-12-07	297090143	400	60
2025-12-08	300824099	400	60
2025-12-09	600469054	820	120
2025-12-10	600993118	820	120
2025-12-12	4779469976	920	<50
2025-12-14	3470902824	660	<50
2025-12-15	1547702133	300	<50
2025-12-16	987031762	880	180
2025-12-17	7147237318	2060	120
2025-12-18	135265632501	2060	300
2025-12-19	18489152024	280	60
2025-12-21	1746817664	340	<50
2025-12-22	13431705714	2560	<50
2025-12-23	887022312	160	<50
2025-12-25	1436721976	280	<50
2025-12-26	3035328409	580	<50
2025-12-29	1155724056	220	<50
2025-12-31	2603609378	500	<50
2026-01-01	4870882520	920	<50
2026-01-02	4843871864	920	<50
2026-01-03	3574437568	680	<50
2026-01-05	600076006	820	120
2026-01-06	602958358	820	120
2026-01-07	298400303	400	60
2026-01-08	1075710705	1260	180
2026-01-09	807154456	160	<50
2026-01-12	1626179666	320	<50
2026-01-16	32230191156	<50	<50
2026-01-17	57218884782	60	<50
2026-01-18	40178431861	60	<50
2026-01-19	21267730924	<50	<50
2026-01-23	7388228270	2120	120
2026-01-24	5719548320	1800	120
