week_start	sub-Chronic-Implant-1/sub-Chronic-Implant-1_obj-188fkq5_ecephys.nwb	sub-Chronic-Implant-1/sub-Chronic-Implant-1_obj-1ac8h1a_ecephys.nwb	sub-Chronic-Implant-1/sub-Chronic-Implant-1_obj-1b3ycaz_ecephys.nwb	sub-Chronic-Implant-1/sub-Chronic-Implant-1_obj-1cftnlq_ecephys.nwb	sub-Chronic-Implant-1/sub-Chronic-Implant-1_obj-1dltyky_ecephys.nwb	sub-Chronic-Implant-1/sub-Chronic-Implant-1_obj-1ge179q_ecephys.nwb	sub-Chronic-Implant-1/sub-Chronic-Implant-1_obj-1gmi066_ecephys.nwb	sub-Chronic-Implant-1/sub-Chronic-Implant-1_obj-1iklfs5_ecephys.nwb	sub-Chronic-Implant-1/sub-Chronic-Implant-1_obj-1m4dmm2_ecephys.nwb	sub-Chronic-Implant-1/sub-Chronic-Implant-1_obj-1mol3hx_ecephys.nwb	sub-Chronic-Implant-1/sub-Chronic-Implant-1_obj-1q8eyq3_ecephys.nwb	sub-Chronic-Implant-1/sub-Chronic-Implant-1_obj-1r591dv_ecephys.nwb	sub-Chronic-Implant-1/sub-Chronic-Implant-1_obj-b1r1ax_ecephys.nwb	sub-Chronic-Implant-1/sub-Chronic-Implant-1_obj-pe4y21_ecephys.nwb	sub-Chronic-Implant-1/sub-Chronic-Implant-1_obj-tlzx25_ecephys.nwb	sub-Chronic-Implant-1/sub-Chronic-Implant-1_obj-xv7g7g_ecephys.nwb	sub-Chronic-Implant-1/sub-Chronic-Implant-1_obj-zf2qe2_ecephys.nwb	sub-Chronic-Implant-2/sub-Chronic-Implant-2_obj-125gds2_ecephys.nwb	sub-Chronic-Implant-2/sub-Chronic-Implant-2_obj-134g155_ecephys.nwb	sub-Chronic-Implant-2/sub-Chronic-Implant-2_obj-15zduke_ecephys.nwb	sub-Chronic-Implant-2/sub-Chronic-Implant-2_obj-1pfv28z_ecephys.nwb	sub-Chronic-Implant-2/sub-Chronic-Implant-2_obj-2tzaex_ecephys.nwb	sub-Chronic-Implant-2/sub-Chronic-Implant-2_obj-aslpio_ecephys.nwb	sub-Chronic-Implant-2/sub-Chronic-Implant-2_obj-drihe2_ecephys.nwb	sub-Chronic-Implant-2/sub-Chronic-Implant-2_obj-elludz_ecephys.nwb	sub-Chronic-Implant-2/sub-Chronic-Implant-2_obj-f2g31r_ecephys.nwb	sub-Chronic-Implant-2/sub-Chronic-Implant-2_obj-hy7otw_ecephys.nwb	sub-Chronic-Implant-2/sub-Chronic-Implant-2_obj-nvg8om_ecephys.nwb	sub-Chronic-Implant-2/sub-Chronic-Implant-2_obj-u2ccqm_ecephys.nwb	sub-Chronic-Implant-3/sub-Chronic-Implant-3_obj-1006lvt_ecephys.nwb	sub-Chronic-Implant-3/sub-Chronic-Implant-3_obj-19rl79r_ecephys.nwb	sub-Chronic-Implant-3/sub-Chronic-Implant-3_obj-1dlqbqq_ecephys.nwb	sub-Chronic-Implant-3/sub-Chronic-Implant-3_obj-1wo7ghn_ecephys.nwb	sub-Chronic-Implant-3/sub-Chronic-Implant-3_obj-29wy76_ecephys.nwb	sub-Chronic-Implant-3/sub-Chronic-Implant-3_obj-lgfd80_ecephys.nwb	sub-Chronic-Implant-3/sub-Chronic-Implant-3_obj-o6jxi1_ecephys.nwb	sub-Chronic-Implant-3/sub-Chronic-Implant-3_obj-pkaqoo_ecephys.nwb	sub-Chronic-Implant-3/sub-Chronic-Implant-3_obj-voa3w6_ecephys.nwb	sub-Chronic-Implant-4/sub-Chronic-Implant-4_obj-14sdvma_ecephys.nwb	sub-Chronic-Implant-4/sub-Chronic-Implant-4_obj-17kxpn4_ecephys.nwb	sub-Chronic-Implant-4/sub-Chronic-Implant-4_obj-1dx5ghc_ecephys.nwb	sub-Chronic-Implant-4/sub-Chronic-Implant-4_obj-1hruc5z_ecephys.nwb	sub-Chronic-Implant-4/sub-Chronic-Implant-4_obj-1yxo7fk_ecephys.nwb	sub-Chronic-Implant-4/sub-Chronic-Implant-4_obj-4sn0nv_ecephys.nwb	sub-Chronic-Implant-4/sub-Chronic-Implant-4_obj-5sg86a_ecephys.nwb	sub-Chronic-Implant-4/sub-Chronic-Implant-4_obj-bxvxqh_ecephys.nwb	sub-Chronic-Implant-4/sub-Chronic-Implant-4_obj-feuc1s_ecephys.nwb	sub-Chronic-Implant-4/sub-Chronic-Implant-4_obj-kqlvuy_ecephys.nwb	sub-Chronic-Implant-4/sub-Chronic-Implant-4_obj-nzpsm8_ecephys.nwb	sub-Chronic-Implant-4/sub-Chronic-Implant-4_obj-q8k7hx_ecephys.nwb	sub-Chronic-Implant-4/sub-Chronic-Implant-4_obj-zzab4o_ecephys.nwb	sub-Chronic-Implant-5/sub-Chronic-Implant-5_obj-12srl3z_ecephys.nwb	sub-Chronic-Implant-5/sub-Chronic-Implant-5_obj-15nqss_ecephys.nwb	sub-Chronic-Implant-5/sub-Chronic-Implant-5_obj-1a40bfk_ecephys.nwb	sub-Chronic-Implant-5/sub-Chronic-Implant-5_obj-1ej2y11_ecephys.nwb	sub-Chronic-Implant-5/sub-Chronic-Implant-5_obj-1shwbu6_ecephys.nwb	sub-Chronic-Implant-5/sub-Chronic-Implant-5_obj-1t89062_ecephys.nwb	sub-Chronic-Implant-5/sub-Chronic-Implant-5_obj-6m5d4v_ecephys.nwb	sub-Chronic-Implant-5/sub-Chronic-Implant-5_obj-9k2a9s_ecephys.nwb	sub-Chronic-Implant-5/sub-Chronic-Implant-5_obj-atcwbf_ecephys.nwb	sub-Chronic-Implant-5/sub-Chronic-Implant-5_obj-islug6_ecephys.nwb
2026-01-19	18390288	5524700	2875694312	11482148	14357916	14369640	18495340	18598280	14534016	17714240	266765780	13769964	14067240	9328688	8766772	9848116	21595040	9709756	3501078238	14005830	9733926	15037122	15050656	1993088	15522027	13178510	14084019	14074140	8752986	19153896	6702948	7469116	15517224	10477376	20473924	8002545352	9763120	5928724	10358160	11369664	10529124	10836444	10911164	6560328	2303639544	6851868	17826936	16122600	16072088	10305720	14456600	871072	13416652	11663192	16252484	13838760	16550948	7160038280	16445552	2125542128	7206804
2026-01-26	626744940	770151124	718349372	709782960	24082712	14006224	22360684	819385776	255222332	14901780	18516068	23085384	387523084	636308044	26813080	824283224	17915292	1564363716	15150554	18329358	13991946	28184418	2190665	18199356	20128300	19065732	15481389	19329896	22721526	23084376	19673532	2933088328	15386208	2973625384	2558027424	18648412	1920484504	2858806796	1018241428	5183184	12411192	1575038992	19041324	24252252	28323140	1267627892	1256941612	15727644	982015140	10305720	23539792	17325944	2167085868	2018322768	23997180	18429844	2964648124	21378412	31674640	33209100	17993172
2026-02-02	18717828	10983892	5037900	9096160	17454740	516935900	9520744	10409780	14683948	13286776	5807516	180989708	9552848	9197672	5021516	9629796	13996112	997192	5261024	813260228	9965200	9871896	13322786	1027103784	13363632	13856394	1766909396	10642528	18332490	17520992	3139976512	11088132	18293120	12373204	19891872	12905076	16714252	14182732	15074736	9981736	14721636	12067284	5422828	1069420564	10019096	9943980	5716716	2560536	8385024	724162420	9259048	2583691772	10967880	14478652	1775068568	14029760	10857396	14669812	13348016	2616864	10503732
2026-02-09	4557904	6158040	14146620	14972976	13786292	13101600	8254008	1435184	19231676	13953204	4547132	14896884	13483328	8791348	8766772	14193560	14443368	6212364	5261024	9249876	4554802	10320546	17842838	5713120	8319516	10002824	14149527	5386772	1995912	14568336	14360340	9089536	9212068	4389036	12562496	7370352	20710240	15885940	9591268	9641936	6271104	14163540	9811864	7547712	14211608	10559688	6782364	15334596	8898368	16966572	10133072	8994064	15500420	10941220	15088092	7555516	6730392	14276764	15347532	18231908	17338092
2026-02-16	12597928	4696236	9062504	580120	13760068	9361400	24197280	5830212	10565704	4612640	12415548	15971124	15186536	9328688	5021516	4061496	447256	997192	5654072	432426	8450532	5744892	4258020	9512584	5740622	8854982	5262342	4691380	4822506	8873936	5844300	5798060	5846600	4127004	6077204	840920	854032	5994232	4893896	9641936	5512732	5083776	9360476	4258020	5892092	0	4856352	5046024	5743264	5007432	5809544	9105612	4258020	4979300	902360	4656592	9624032	9398408	10319032	5392340	5022588
2026-02-23	19280704	13647692	22776076	19034472	17651264	845360	14739672	19577904	13944444	13614316	9645408	5188416	14198256	9394196	13472048	9324052	8504740	13378204	10020546	10075350	14153720	13998900	18653596	996544	17380333	8254008	14171430	9080416	17531058	5563384	15284496	14248592	12086248	23118468	11244816	9422468	16321204	24467488	11837744	14763820	13401416	9577980	10721808	6494820	11032656	10074996	6184032	10092048	14707140	9949356	10810572	14319680	6709860	6683892	5029364	19740004	10076944	19417152	11024004	2616864	12163884
2026-03-02	496408	4454544	0	580120	0	0	5349944	0	4323528	0	4940180	0	452896	0	4574260	0	0	0	5152570	0	0	4651068	0	0	806809	0	0	564376	1088550	619928	5247684	4127004	0	0	5036596	4454544	4651068	0	0	0	692864	5149284	5102456	5310912	0	4323528	0	4980516	0	683904	0	4127004	4127004	4192512	0	0	5038472	0	4323528	4258020	0
2026-03-09	0	0	0	0	0	7271388	0	4127004	0	0	0	5083512	0	0	0	0	4836292	0	0	432426	0	0	0	4389036	0	0	567669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71366884	0	0	0	0	0	0	0	0	0
2026-03-16	8695104	28452788	19443444	21626436	34796412	7092008	20700900	4767104	16668104	20847276	12003696	18355524	23637068	13769956	37741616	25351716	23722904	19328536	15893704	11883444	32862242	34830444	31800281	18763136	23207176	9774998	4017489	27085036	29141310	27438260	11026476	16755176	16827384	11064996	19957380	31510752	20317192	7926968	11078748	28819312	27364680	7455876	24871536	17781252	16207788	7192644	17206896	21690780	17392968	13392456	33586688	17194928	17584188	16117044	14069468	17059700	17456772	14076260	38540408	7619612	40397832
2026-03-23	5081968	589572	455448	1834224	6074296	0	633368	3665452	10369180	420128	13906500	8516040	3471924	1533236	7641836	436760	13472048	4782084	1244652	0	4882342	4903194	4061496	2725544	6068162	5325826	3362610	4127004	498978	334759909	5051161	8254008	4389036	4127004	3930480	5623004	4981036	16442508	4893896	4127004	5671472	629232	5757536	856368	882544	2096256	663840	0	5229920	5400480	6202592	0	2529836	6027428	0	464080	845960	9201884	5028500	872288	0
2026-03-30	0	0	0	0	7795452	0	917112	0	10874329	1113636	0	14608284	8385024	0	6092244	0	10153740	0	0	0	0	0	0	851604	0	204800	3002526069	6362473840	0	0	0	0	0	0	0	0	9302136	7991977	0	1	20897052	917112	2	0	0	0	0	5961229	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-04-06	12643044	0	0	2161764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917112	0	0	0	0	0	1	0	9564168	0	0	9891709	0	0	0	8974596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-04-13	0	0	9367644	0	0	0	0	0	0	0	0	0	0	8254008	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	7860960	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9891708	0	9957216	0	0	0	0	0
2026-04-20	4127004	0	0	851604	5091676	422680	14149728	720588	18033616	420128	0	0	5360336	4127004	5294848	0	447256	4691108	0	0	0	0	0	655080	806809	5306148	0	8385024	1653036	0	0	1490608	22403736	5173180	0	5699196	1708064	835352	701384	6444304	9891708	13036092	647912	0	0	851604	663840	2427612	0	4876416	4389036	0	904624	4127004	0	464080	0	882368	7860960	4999292	895584
