region	bytes_sent
AWS/us-west-2	22136105887091
US/California	4522857829799
KR/Seoul	3330236502389
NL/North Holland	1656142374908
AWS/us-east-2	1623912766465
US/New York	1570901146679
US/Washington	1523961887086
US/North Carolina	1483987549951
TW/Taiwan	1395826512429
US/Massachusetts	1394376950804
AWS/us-east-1	1381258567005
US/New Mexico	1379111602445
CN/Beijing	1367205300645
VPN	334819326073
CN/Shanghai	218807710752
FR/Île-de-France	184377028960
GitHub	145605887076
FR/Centre	105314788640
US/Maryland	65756956198
HK/Hong Kong	58576489948
CA/British Columbia	33719137579
GB/England	26205687246
CA/Quebec	16714064036
US/Kentucky	16033698636
DE/Bavaria	15769018680
US/Pennsylvania	11948661284
US/Oregon	11525448008
ES/Catalonia	11240734720
CA/Ontario	9299966137
IT/Lombardy	9241583695
US/Maine	7934568279
US/Texas	7842220352
FR/Provence-Alpes-Côte d'Azur	7691703514
PT/Lisbon	7352262864
DE/Hamburg	4798507125
IL/Southern District	4058078808
HU/Csongrád	3627469468
IN/Maharashtra	2861980604
US/Minnesota	2809848884
HU/Budapest	2781304754
RU/Moscow	2547207311
US/Wisconsin	2102116035
VN/Ho Chi Minh	1796112904
US/Mississippi	1357160684
GCP/us-central1	1175251956
CH/Vaud	1055466972
VN/Kiên Giang Province	898056452
US/Virginia	350177115
US/Georgia	330089886
DE/Berlin	315748874
AWS/ap-southeast-1	182036452
US/Vermont	117476154
JP/Tokyo	96673035
CH/Zurich	93044192
US/Rhode Island	77989573
US/Michigan	72216844
