week_start	Neurophysiology
2022-01-17	1407218068387
2022-01-24	3990554824
2022-01-31	1709176977
2022-04-11	1611553523836
2022-04-25	28940852314
2022-05-02	21540460139
2022-05-16	350504723
2022-06-27	12641873
2022-07-04	221933942929
2022-07-11	1385477415237
2022-07-18	8296805094
2022-07-25	846185557223
2022-08-01	988599072775
2022-08-08	1085100533307
2022-08-15	11674733876
2022-08-22	1593359564903
2022-08-29	634757714516
2022-09-05	20311059732
2022-09-12	5459975968
2022-10-03	898056452
2022-11-14	9241583695
2022-11-21	1379111602445
2022-11-28	239186785
2022-12-12	117476154
2022-12-26	9299966137
2023-02-13	72864102820
2023-02-20	19419844643
2023-03-20	1430990302
2023-03-27	5093066644
2023-04-03	4798507125
2023-04-10	162806721163
2023-05-01	16704824369
2023-05-08	35150127881
2023-05-15	7934568279
2023-05-22	98034017
2023-05-29	2293256
2023-06-05	368651942540
2023-06-12	944976218695
2023-06-19	424307292
2023-06-26	298522908
2023-07-03	24794527
2023-07-10	2744179417
2023-07-17	2293256
2023-07-24	1386166841456
2023-07-31	1351415375449
2023-08-07	100972706420
2023-08-14	4068770550
2023-08-21	191730280489
2023-08-28	4626005240
2023-09-04	2620864
2023-09-11	2293256
2023-09-18	2293256
2023-09-25	10570957620
2023-10-02	2019504518
2023-10-09	58759664431
2023-10-16	40095317858
2023-10-23	54373397046
2023-10-30	1616079443440
2023-11-06	14447770057
2023-11-13	1991901137
2023-11-20	597045649
2023-11-27	1511749467240
2023-12-04	33362789434
2023-12-11	1418627721290
2023-12-18	41858598
2024-01-01	2861980604
2024-01-08	11945343766
2024-01-22	28921419611
2024-01-29	21742194151
2024-02-05	414164387
2024-02-12	153667688218
2024-02-19	5889122553
2024-02-26	11414608
2024-03-04	48243159851
2024-03-11	17124395710
2024-03-18	1441130472175
2024-03-25	6061805494
2024-04-01	1349942245524
2024-04-08	163521729207
2024-04-15	15853144938576
2024-04-22	6227665821655
2024-04-29	4842512735
2024-05-06	3604990141
2024-05-20	8162772
2024-05-27	124897048
2024-06-03	1405739132
2024-06-10	22292601507
2024-06-17	40348484
2024-06-24	122308852
2024-07-08	16616067511
2024-07-15	1332717169
2024-07-22	1744311376
2024-07-29	159840349
2024-08-05	9447178186
2024-08-12	27806516
2024-08-19	1383057988357
2024-08-26	1949015880435
2024-09-02	501339192241
2024-09-09	489234826038
2024-09-16	19597866181
2024-09-23	88184844425
2024-09-30	16705034533
2024-10-07	34841100
2024-10-14	8128943409
2024-10-21	249075801126
2024-10-28	1861663906355
2024-11-04	1340980261959
2024-11-11	76004828
2024-11-18	30607006828
2024-11-25	13934845776
2024-12-02	25881960
2024-12-09	30261984
2024-12-16	1377989769093
2025-01-27	260789360710
2025-02-10	20804893908
2025-02-17	19419844643
2025-02-24	634771660
2025-03-03	241304
2025-03-10	162480
2025-03-17	6487364636
2025-03-24	15591129501
2025-03-31	6048448143
2025-04-07	1460055339
2025-04-21	49328
2025-04-28	5498713056
2025-05-12	616202304
2025-05-26	67982336
2025-06-23	676056960
2025-07-07	645912090
2025-07-14	646896960
2025-07-21	62517091971
2025-07-28	443107352132
2025-08-04	229686869552
2025-08-11	402870367226
2025-08-18	161697134835
2025-08-25	141965722677
2025-09-01	309507098584
2025-09-08	179576441706
2025-09-15	180128631659
2025-09-22	45649179186
2025-09-29	8469995
2025-10-06	4864490805
2025-10-13	11028085093
2025-10-20	2204940437
2025-10-27	16234653091
2025-11-03	30944284262
2025-11-10	28676602675
2025-11-17	15778471071
2025-11-24	15454488119
2025-12-01	20723995835
2025-12-08	78114310114
2025-12-15	1648637315453
2025-12-22	81530480640
2025-12-29	114042365602
2026-01-05	147126538797
2026-01-12	580640488978
2026-01-19	297355760443
2026-01-26	519872491295
2026-02-02	298142731066
2026-02-09	10955623392
2026-02-16	4571843188
2026-02-23	1411252866092
2026-03-02	1350345584
2026-03-09	2402732963
2026-03-16	10839193330
2026-03-23	5550127561
2026-03-30	11565548692
2026-04-06	904043567
2026-04-13	626764468
2026-04-20	1843705563732
2026-04-27	7412415375
2026-05-04	34869451031
2026-05-11	94771403471
2026-05-18	1563836051
2026-05-25	843352670
2026-06-01	40717913777
2026-06-08	4142323031
2026-06-15	21570086058
2026-06-22	543188096
2026-06-29	17612428577
2026-07-06	36063226201
2026-07-13	4546761158
2026-07-20	323691385
