region	bytes_sent
GCP/us-central1	176998150624
GitHub	20452005850
AU/South Australia	4198949336
US/California	3356331586
US/Maryland	2632986372
CA/Ontario	2146469602
NL/North Holland	1449361999
AWS/us-east-1	1406907554
US/Washington	1156344387
US/Wisconsin	1070081947
US/New Mexico	1049737334
US/Georgia	642411626
AWS/us-east-2	591480642
GB/England	567080787
CA/Quebec	276302074
CN/Shanghai	192255780
VPN	137347237
PT/Lisbon	112123263
AWS/ap-southeast-1	61784884
US/Rhode Island	38770138
IN/Maharashtra	32496966
US/Massachusetts	31533956
VN/Ho Chi Minh	26542099
VN/Kiên Giang Province	26542099
US/New York	21865694
